41,1459000,1507800,48800,0,icon_rank_officer_s04_sm_09,icon_rank_officer_s04_09,3958,30340,ch_elder_s4_chall_041,icon_ribbon_s04_041,0
42,1507800,1557400,49600,0,icon_rank_officer_s04_sm_09,icon_rank_officer_s04_09,,30341,ch_elder_s4_chall_042,icon_ribbon_s04_042,0
43,1557400,1607800,50400,0,icon_rank_officer_s04_sm_09,icon_rank_officer_s04_09,,30342,ch_elder_s4_chall_043,icon_ribbon_s04_043,0
44,1607800,1659000,51200,0,icon_rank_officer_s04_sm_09,icon_rank_officer_s04_09,,30343,ch_elder_s4_chall_044,icon_ribbon_s04_044,0
45,1659000,1711000,52000,0,icon_rank_officer_s04_sm_09,icon_rank_officer_s04_09,,30344,ch_elder_s4_chall_045,icon_ribbon_s04_045,0
46,1711000,1763800,52800,0,icon_rank_officer_s04_sm_10,icon_rank_officer_s04_10,3958,30345,ch_elder_s4_chall_046,icon_ribbon_s04_046,0
47,1763800,1817400,53600,0,icon_rank_officer_s04_sm_10,icon_rank_officer_s04_10,,30346,ch_elder_s4_chall_047,icon_ribbon_s04_047,0
48,1817400,1871800,54400,0,icon_rank_officer_s04_sm_10,icon_rank_officer_s04_10,,30347,ch_elder_s4_chall_048,icon_ribbon_s04_048,0
49,1871800,1927000,55200,0,icon_rank_officer_s04_sm_10,icon_rank_officer_s04_10,,30348,ch_elder_s4_chall_049,icon_ribbon_s04_049,0
50,1927000,1983000,56000,0,icon_rank_officer_s04_sm_10,icon_rank_officer_s04_10,,30349,ch_elder_s4_chall_050,icon_ribbon_s04_050,0
51,1983000,2039900,56900,0,icon_rank_officer_s04_sm_11,icon_rank_officer_s04_11,3958,30350,ch_elder_s4_chall_051,icon_ribbon_s04_051,0
52,2039900,2097700,57800,0,icon_rank_officer_s04_sm_11,icon_rank_officer_s04_11,,30351,ch_elder_s4_chall_052,icon_ribbon_s04_052,0
53,2097700,2156400,58700,0,icon_rank_officer_s04_sm_11,icon_rank_officer_s04_11,,30352,ch_elder_s4_chall_053,icon_ribbon_s04_053,0
54,2156400,2216000,59600,0,icon_rank_officer_s04_sm_11,icon_rank_officer_s04_11,,30353,ch_elder_s4_chall_054,icon_ribbon_s04_054,0
55,2216000,2276500,60500,0,icon_rank_officer_s04_sm_11,icon_rank_officer_s04_11,,30354,ch_elder_s4_chall_055,icon_ribbon_s04_055,0
56,2276500,2337900,61400,0,icon_rank_officer_s04_sm_12,icon_rank_officer_s04_12,3958,30355,ch_elder_s4_chall_056,icon_ribbon_s04_056,0
57,2337900,2400200,62300,0,icon_rank_officer_s04_sm_12,icon_rank_officer_s04_12,,30356,ch_elder_s4_chall_057,icon_ribbon_s04_057,0
58,2400200,2463400,63200,0,icon_rank_officer_s04_sm_12,icon_rank_officer_s04_12,,30357,ch_elder_s4_chall_058,icon_ribbon_s04_058,0
59,2463400,2527500,64100,0,icon_rank_officer_s04_sm_12,icon_rank_officer_s04_12,,30358,ch_elder_s4_chall_059,icon_ribbon_s04_059,0
60,2527500,2592500,65000,0,icon_rank_officer_s04_sm_12,icon_rank_officer_s04_12,,30359,ch_elder_s4_chall_060,icon_ribbon_s04_060,0
61,2592500,2658500,66000,0,icon_rank_officer_s04_sm_13,icon_rank_officer_s04_13,3958,30360,ch_elder_s4_chall_061,icon_ribbon_s04_061,0
62,2658500,2725500,67000,0,icon_rank_officer_s04_sm_13,icon_rank_officer_s04_13,,30361,ch_elder_s4_chall_062,icon_ribbon_s04_062,0
63,2725500,2793500,68000,0,icon_rank_officer_s04_sm_13,icon_rank_officer_s04_13,,30362,ch_elder_s4_chall_063,icon_ribbon_s04_063,0
64,2793500,2862500,69000,0,icon_rank_officer_s04_sm_13,icon_rank_officer_s04_13,,30363,ch_elder_s4_chall_064,icon_ribbon_s04_064,0
65,2862500,2932500,70000,0,icon_rank_officer_s04_sm_13,icon_rank_officer_s04_13,,30364,ch_elder_s4_chall_065,icon_ribbon_s04_065,0
66,2932500,3003500,71000,0,icon_rank_officer_s04_sm_14,icon_rank_officer_s04_14,3958,30365,ch_elder_s4_chall_066,icon_ribbon_s04_066,0
67,3003500,3075500,72000,0,icon_rank_officer_s04_sm_14,icon_rank_officer_s04_14,,30366,ch_elder_s4_chall_067,icon_ribbon_s04_067,0
68,3075500,3148500,73000,0,icon_rank_officer_s04_sm_14,icon_rank_officer_s04_14,,30367,ch_elder_s4_chall_068,icon_ribbon_s04_068,0
69,3148500,3222500,74000,0,icon_rank_officer_s04_sm_14,icon_rank_officer_s04_14,,30368,ch_elder_s4_chall_069,icon_ribbon_s04_069,0
70,3222500,3297500,75000,0,icon_rank_officer_s04_sm_14,icon_rank_officer_s04_14,,30369,ch_elder_s4_chall_070,icon_ribbon_s04_070,0
71,3297500,3373700,76200,0,icon_rank_officer_s04_sm_15,icon_rank_officer_s04_15,3958,30370,ch_elder_s4_chall_071,icon_ribbon_s04_071,0
72,3373700,3451100,77400,0,icon_rank_officer_s04_sm_15,icon_rank_officer_s04_15,,30371,ch_elder_s4_chall_072,icon_ribbon_s04_072,0
73,3451100,3529700,78600,0,icon_rank_officer_s04_sm_15,icon_rank_officer_s04_15,,30372,ch_elder_s4_chall_073,icon_ribbon_s04_073,0
74,3529700,3609500,79800,0,icon_rank_officer_s04_sm_15,icon_rank_officer_s04_15,,30373,ch_elder_s4_chall_074,icon_ribbon_s04_074,0
75,3609500,3690500,81000,0,icon_rank_officer_s04_sm_15,icon_rank_officer_s04_15,,30374,ch_elder_s4_chall_075,icon_ribbon_s04_075,0
76,3690500,3772700,82200,0,icon_rank_officer_s04_sm_16,icon_rank_officer_s04_16,3958,30375,ch_elder_s4_chall_076,icon_ribbon_s04_076,0
77,3772700,3856100,83400,0,icon_rank_officer_s04_sm_16,icon_rank_officer_s04_16,,30376,ch_elder_s4_chall_077,icon_ribbon_s04_077,0
78,3856100,3940700,84600,0,icon_rank_officer_s04_sm_16,icon_rank_officer_s04_16,,30377,ch_elder_s4_chall_078,icon_ribbon_s04_078,0
79,3940700,4026500,85800,0,icon_rank_officer_s04_sm_16,icon_rank_officer_s04_16,,30378,ch_elder_s4_chall_079,icon_ribbon_s04_079,0
80,4026500,4113600,87100,0,icon_rank_officer_s04_sm_16,icon_rank_officer_s04_16,,30379,ch_elder_s4_chall_080,icon_ribbon_s04_080,0
81,4113600,4202000,88400,0,icon_rank_officer_s04_sm_17,icon_rank_officer_s04_17,3958,30380,ch_elder_s4_chall_081,icon_ribbon_s04_081,0
82,4202000,4291700,89700,0,icon_rank_officer_s04_sm_17,icon_rank_officer_s04_17,,30381,ch_elder_s4_chall_082,icon_ribbon_s04_082,0
83,4291700,4382700,91000,0,icon_rank_officer_s04_sm_17,icon_rank_officer_s04_17,,30382,ch_elder_s4_chall_083,icon_ribbon_s04_083,0
84,4382700,4475000,92300,0,icon_rank_officer_s04_sm_17,icon_rank_officer_s04_17,,30383,ch_elder_s4_chall_084,icon_ribbon_s04_084,0
85,4475000,4568600,93600,0,icon_rank_officer_s04_sm_17,icon_rank_officer_s04_17,,30384,ch_elder_s4_chall_085,icon_ribbon_s04_085,0
86,4568600,4663500,94900,0,icon_rank_officer_s04_sm_18,icon_rank_officer_s04_18,3958,30385,ch_elder_s4_chall_086,icon_ribbon_s04_086,0
87,4663500,4759700,96200,0,icon_rank_officer_s04_sm_18,icon_rank_officer_s04_18,,30386,ch_elder_s4_chall_087,icon_ribbon_s04_087,0
88,4759700,4857200,97500,0,icon_rank_officer_s04_sm_18,icon_rank_officer_s04_18,,30387,ch_elder_s4_chall_088,icon_ribbon_s04_088,0
89,4857200,4956000,98800,0,icon_rank_officer_s04_sm_18,icon_rank_officer_s04_18,,30388,ch_elder_s4_chall_089,icon_ribbon_s04_089,0
90,4956000,5056100,100100,0,icon_rank_officer_s04_sm_18,icon_rank_officer_s04_18,,30389,ch_elder_s4_chall_090,icon_ribbon_s04_090,0
91,5056100,5157600,101500,0,icon_rank_officer_s04_sm_19,icon_rank_officer_s04_19,3958,30390,ch_elder_s4_chall_091,icon_ribbon_s04_091,0
92,5157600,5260500,102900,0,icon_rank_officer_s04_sm_19,icon_rank_officer_s04_19,,30391,ch_elder_s4_chall_092,icon_ribbon_s04_092,0
93,5260500,5364800,104300,0,icon_rank_officer_s04_sm_19,icon_rank_officer_s04_19,,30392,ch_elder_s4_chall_093,icon_ribbon_s04_093,0
94,5364800,5470500,105700,0,icon_rank_officer_s04_sm_19,icon_rank_officer_s04_19,,30393,ch_elder_s4_chall_094,icon_ribbon_s04_094,0
95,5470500,5577600,107100,0,icon_rank_officer_s04_sm_19,icon_rank_officer_s04_19,,30394,ch_elder_s4_chall_095,icon_ribbon_s04_095,0
96,5577600,5686100,108500,0,icon_rank_officer_s04_sm_20,icon_rank_officer_s04_20,3958,30395,ch_elder_s4_chall_096,icon_ribbon_s04_096,0
97,5686100,5796000,109900,0,icon_rank_officer_s04_sm_20,icon_rank_officer_s04_20,,30396,ch_elder_s4_chall_097,icon_ribbon_s04_097,0
98,5796000,5907300,111300,0,icon_rank_officer_s04_sm_20,icon_rank_officer_s04_20,,30397,ch_elder_s4_chall_098,icon_ribbon_s04_098,0
99,5907300,6020000,112700,0,icon_rank_officer_s04_sm_20,icon_rank_officer_s04_20,,30398,ch_elder_s4_chall_099,icon_ribbon_s04_099,0
100,6020000,6134100,114100,0,icon_rank_officer_s04_sm_20,icon_rank_officer_s04_20,766,30399,ch_elder_s4_chall_100,icon_ribbon_s04_100,0
maxrank,100,,,0,,,,,,,0
