33,bg_large_034,0,card_bg_034,Standard Backgrounds,0,0,0,0,,
34,bg_large_035,0,card_bg_035,Standard Backgrounds,0,0,0,0,,
35,bg_large_036,0,card_bg_036,Standard Backgrounds,0,0,0,0,,
36,bg_large_037,0,card_bg_037,Standard Backgrounds,0,0,0,0,,
37,bg_large_038,0,card_bg_038,Standard Backgrounds,0,0,0,0,,
38,bg_large_039,0,card_bg_039,Standard Backgrounds,0,0,0,0,,
39,bg_large_040,0,card_bg_040,Standard Backgrounds,0,0,0,0,,
40,bg_large_041,0,card_bg_041,Elite Backgrounds,0,0,0,0,,
41,bg_large_042,0,card_bg_042,Elite Backgrounds,0,0,0,0,,
42,bg_large_043,0,card_bg_043,Elite Backgrounds,0,0,0,0,,
43,bg_large_044,0,card_bg_044,Elite Backgrounds,0,0,0,0,,
44,bg_large_045,0,card_bg_045,Elite Backgrounds,0,0,0,0,,
45,bg_large_046,0,card_bg_046,Elite Backgrounds,0,0,0,0,,
46,bg_large_047,0,card_bg_047,Elite Backgrounds,0,1,1,0,,
47,bg_large_048,0,card_bg_048,Elite Backgrounds,0,0,0,0,,
48,bg_large_050,0,card_bg_050,Elite Backgrounds,0,0,0,0,,
49,bg_large_052,0,card_bg_052,Elite Backgrounds,0,0,0,0,,
50,bg_large_049,0,card_bg_049,Elite Backgrounds,0,0,0,0,,
51,bg_large_051,0,card_bg_051,Elite Backgrounds,0,0,0,0,,
52,bg_large_053,0,card_bg_053,Elite Backgrounds,0,0,0,0,,
53,bg_large_054,0,card_bg_054,Elite Backgrounds,0,0,0,0,,
54,bg_large_055,0,card_bg_055,Elite Backgrounds,0,0,0,0,,
55,bg_large_056,0,card_bg_056,Elite Backgrounds,0,0,0,0,,
56,bg_large_057,0,card_bg_057,Elite Backgrounds,0,0,0,0,,
57,bg_large_058,0,card_bg_058,Elite Backgrounds,0,0,0,0,,
58,bg_large_059,0,card_bg_059,Elite Backgrounds,0,0,0,0,,
59,bg_large_060,0,card_bg_060,Elite Backgrounds,0,0,0,0,,
60,bg_large_061,0,card_bg_061,Elite Backgrounds,0,0,0,0,,
61,bg_large_062,0,card_bg_062,Elite Backgrounds,0,0,0,0,,
62,bg_large_078,0,card_bg_078,Elite Backgrounds,0,0,0,0,,
63,bg_large_074,0,card_bg_074,Elite Backgrounds,0,0,0,0,,
64,bg_large_068,0,card_bg_068,Elite Backgrounds,0,0,0,0,,
65,bg_large_076,0,card_bg_076,Elite Backgrounds,0,0,0,0,,
66,bg_large_071,0,card_bg_071,Elite Backgrounds,0,0,0,0,,
67,bg_large_075,0,card_bg_075,Elite Backgrounds,0,0,0,0,,
68,bg_large_070,0,card_bg_070,Elite Backgrounds,0,0,0,0,,
69,bg_large_072,0,card_bg_072,Elite Backgrounds,0,0,0,0,,
70,bg_large_077,0,card_bg_077,Elite Backgrounds,0,0,0,0,,
71,bg_large_069,0,card_bg_069,Elite Backgrounds,0,0,0,0,,
72,bg_large_073,0,card_bg_073,Elite Backgrounds,0,0,0,0,,
73,bg_large_080,0,card_bg_080,Classified Backgrounds,0,1,1,0,,
74,bg_large_081,0,card_bg_081,Classified Backgrounds,0,1,1,0,,
75,bg_large_082,0,card_bg_082,Classified Backgrounds,0,1,1,0,,
76,bg_large_083,0,card_bg_083,Classified Backgrounds,0,1,1,0,,
77,bg_large_084,0,card_bg_084,Classified Backgrounds,0,1,1,0,,
78,bg_large_089,0,card_bg_089,Classified Backgrounds,0,1,1,0,,
79,bg_large_085,0,card_bg_085,Elite Backgrounds,0,0,0,0,,
80,bg_large_090,0,card_bg_090,DLC Backgrounds,0,2,0,0,mdlc_pack0,
81,bg_large_091,0,card_bg_091,DLC Backgrounds,0,2,0,0,mdlc_pack8,igs_shp
82,bg_large_092,0,card_bg_092,DLC Backgrounds,0,2,0,0,mdlc_pack9,igs_shp
83,bg_large_093,0,card_bg_093,DLC Backgrounds,0,2,0,0,mdlc_pack11,igs_shp
84,bg_large_094,0,card_bg_094,DLC Backgrounds,0,2,0,0,mdlc_pack10,igs_shp
85,bg_large_095,0,card_bg_095,DLC Backgrounds,0,2,0,0,mdlc_pack7,igs_shp
86,bg_large_098,0,card_bg_098,DLC Backgrounds,0,2,0,0,mdlc_pack19,igs_svp
