37599,t10_drum_lm_p02,,0,0
37601,t10_ironsdefault_puncle21,,0,0
37528,t10_ammo_545s,,0,0
37600,t10_pgrip_lm_p02,,0,0
64173,t10_me_knife,,0,0
15994,t10_rec_coslo723,,0,0
37514,t10_bar_ar_p01,,0,0
37513,t10_stock_ar_p01,,0,0
37501,t10_mag_ar_p01,,0,0
37497,t10_ironsdefault_coslo723,,0,0
46508,t10_selectsemi_coslo723,,0,0
37494,t10_ammo_556n,,0,0
37502,t10_pgrip_ar_p01,,0,0
55439,t10_rec_chuck9,,0,0
37636,t10_bar_sm_p04,,0,0
37637,t10_stock_sm_p04,,0,0
37638,t10_mag_sm_p04,,0,0
37640,t10_ironsdefault_chuck9,,0,0
47676,t10_selectsemi_chuck9,,0,0
37619,t10_ammo_9x19,,0,0
37639,t10_pgrip_sm_p04,,0,0
55438,t10_rec_moslo500,,0,0
39147,t10_bar_sh_p10,,0,0
39148,t10_stock_sh_p10,,0,0
39149,t10_tube_sh_p10,,0,0
39150,t10_grip_sh_p10,,0,0
37721,t10_ironsdefault_moslo500,,0,0
37723,t10_ammo_12g,,0,0
39151,t10_guard_sh_p10,,0,0
55451,t10_rec_sgeorge550,,0,0
37569,t10_bar_dm_p03,,0,0
37570,t10_stock_dm_p03,,0,0
37571,t10_mag_dm_p03,,0,0
37573,t10_ironsdefault_sgeorge550,,0,0
46512,t10_selectsemi_sgeorge550,,0,0
37572,t10_pgrip_dm_p03,,0,0
55449,t10_rec_love96,,0,0
43778,t10_bar_sn_p24,,0,0
43779,t10_stock_sn_p24,,0,0
43780,t10_mag_sn_p24,,0,0
38779,t10_bolt_sn_p24,,0,0
38780,t10_sn_scopes_love96,,0,0
37558,t10_ammo_762n,,0,0
43781,t10_pgrip_sn_p24,,0,0
55431,t10_rec_puncle21,,0,0
37597,t10_bar_lm_p02,,0,0
37598,t10_stock_lm_p02,,0,0
37599,t10_drum_lm_p02,,0,0
37601,t10_ironsdefault_puncle21,,0,0
37528,t10_ammo_545s,,0,0
37600,t10_pgrip_lm_p02,,0,0
64173,t10_me_knife,,0,0
81075,t10_underbarrel_sn_love96,,0,0
55434,t10_rec_mable,,0,0
37622,t10_bar_pi_p14_mable,,0,0
37623,t10_mag_pi_p14_mable,,0,0
37625,t10_ironsdefault_mable,,0,0
37626,t10_ammo_9x18,,0,0
52895,t10_pgrip_pi_p14_mable,,0,0
37624,t10_trigger_p14_mable,,0,0
55450,t10_rec_stisaac,,0,0
44150,t10_lnchrscope_stisaac,,0,0
37729,t10_dynamic_null_stisaac,,0,0
17736,jup_mp_delta,,0,0
17241,jup_mp_charlie,,0,0
54178,t10_pak_nazir_rogue_skin,,1,0
49382,t10_usa_pl_westpoint_redcell_skin,,1,0
54181,t10_rus_weaver_rogue_skin,,1,0
54179,t10_phl_maya_rogue_skin,,1,0
30881,t10_tha_pl_niran_sable_skin,,1,0
60392,t10_usa_pl_caine_sable_skin,,1,0
54174,t10_gbr_grey_sable_skin,,1,0
54184,t10_usa_carver_infiltration_skin,,1,0
67919,t10_mp_execution_bat_06,,1,0
85901,cer_product_cer_default_unlocks_premium_sentinel,,1,0
56724,t10_tha_pl_niran,,1,0
55392,t10_usa_pl_westpoint,,1,0
58135,t10_usa_pl_carver,,1,0
55417,t10_usa_pl_caine,,1,0
62264,t10_mp_execution_knife_02,,1,0
54688,t10_pak_pl_nazir,,1,0
58100,t10_rus_pl_weaver,,1,0
55421,t10_phl_pl_maya,,1,0
55391,t10_gbr_pl_grey,,1,0
37729,t10_dynamic_null_stisaac,,0,0
44150,t10_lnchrscope_stisaac,,0,0
55450,t10_rec_stisaac,,0,0
91289,cer_product_default_unlocks_fixup_sentinel,,0,0
17782,Item [0x4576],,0,0
