damage_feedback_weapon_notify,1,1,c,n,0,0,,,,,,,,
damage_feedback_equip,1,1,c,i,0,0,7,,,,,,,
damage_feedback_hardobject,1,1,c,i,0,0,3,,,,,,,
damage_feedback_is_armor_intact,1,1,c,b,0,0,1,,,,,,,
ui_gas_can_status,1,,c,i,0,0,3,,,,,,,
ui_tutorial_message_state,1,,c,i,0,0,3,,,,,,,
ui_hide_full_hud,1,0,c,b,0,,,,,,,,,
ui_hide_hud,1,1,c,b,0,,,,,,,,,
ui_hide_weapon_info,1,,c,b,0,0,1,,,,,,,
ui_spawn_wildcard,1,,c,s,none,,,,,,,1,,
ui_minimized_cursor_hint_entity_00,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_01,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_02,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_03,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_04,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_05,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_06,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_entity_07,0,,c,a,0,0,32,,,,,,,
ui_minimized_cursor_hint_tag_00,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_01,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_02,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_03,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_04,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_05,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_06,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_tag_07,0,,c,i,255,0,255,,,,,,,
ui_minimized_cursor_hint_dist_00,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_01,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_02,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_03,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_04,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_05,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_06,0,,c,f,0,0,10000,,,,,,,
ui_minimized_cursor_hint_dist_07,0,,c,f,0,0,10000,,,,,,,
ai_fulllight,0,,g,f,0.5,0,1,,,,,,,
ai_nolight,0,,g,f,0,0,1,,,,,,,
ui_turret_placement,1,,c,i,0,0,2,,,,,,,
ui_realism_hud,1,,c,b,0,0,1,,,,,,,
ui_realism_mode,1,,g,b,0,0,1,,,,,,,
ui_compass_hide_enemy_navbar,1,,g,b,0,0,1,,,,,,,
ui_compass_hide_weapon_pings_navbar,1,,g,i,0,0,2,,,,,,,
handheld_camera_rotation_move_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_rotation_view_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_translation_move_mod_override,1,,c,f,0,0,1,0,,,,,,
handheld_camera_translation_view_mod_override,1,,c,f,0,0,1,0,,,,,,
ui_out_of_bounds_type,1,,c,i,0,0,5,,,,,,,
ui_out_of_bounds_countdown,1,,c,t,0,,,,,,,,,
ui_graverobber,1,,c,b,0,0,1,,,,,,,
nVidiaHighlights_events,1,,c,i,0,0,100,,,,,,,
ui_mission_end_dlog,1,1,c,b,0,,,,,,,,,
ui_killstreak_controls,1,1,c,i,0,0,27,,,,,,,
ui_killstreak_index,1,1,c,i,0,0,255,,,,,,,
ui_killstreak_cannot_be_used,1,1,c,i,0,0,6,,,,,,,
ui_killstreak_used,1,1,c,i,-1,-1,6,,,,,,,
ui_killstreak_updated,1,1,c,i,-1,-1,6,,,,,,,
ui_killstreak_destroyed,1,1,c,i,1,0,6,,,,,,,
ui_killstreak_weapon,1,1,c,i,0,0,3,,,,,,,
ui_killstreak_weapon_1_ammo,1,1,c,i,0,0,500,,,,,,,
ui_killstreak_weapon_2_ammo,1,1,c,i,0,0,500,,,,,,,
ui_killstreak_weapon_3_ammo,1,1,c,i,0,0,500,,,,,,,
ui_killstreak_weapon_1_reloadtime,1,1,c,t,0,,,,,,,,,
ui_killstreak_weapon_2_reloadtime,1,1,c,t,0,,,,,,,,,
ui_killstreak_weapon_3_reloadtime,1,1,c,t,0,,,,,,,,,
ui_killstreak_health,1,1,c,f,0,0,1,,,,,,,
ui_killstreak_flares,1,1,c,i,0,0,6,,,,,,,
ui_killstreak_flares_available,1,1,c,b,1,,,,,,,,,
ui_killstreak_flares_cooldown,1,1,c,i,0,0,30,,,,,,,
ui_killstreak_damage_state,1,,c,i,0,0,3,,,,,,,
ui_killstreak_thermal_mode,1,1,c,i,-1,-1,5,,,,,,,
ui_killstreak_zoom_fov,1,,c,f,0,0,999,,,,,,,
ui_killstreak_boost_recharge_percentage,1,1,c,f,1,0,1,,,,,,,
ui_killstreak_clusters_bomb,1,1,c,i,0,0,4,,,,,,,
ui_killstreak_heat_1,1,,c,f,0,0,1,,,,,,,
ui_killstreak_heat_2,1,,c,f,0,0,1,,,,,,,
ui_killstreak_overheat_index,1,1,c,i,0,0,3,,,,,,,
swim_breath_meter_percent,1,,c,i,100,0,100,,,,,,,
swim_breath_meter_hide,1,,c,b,1,,,,,,,,,
swim_breath_meter_critical,1,,c,i,0,0,3,,,,,,,
swim_breath_meter_sprint,1,,c,b,0,,,,,,,,,
swim_under_water,1,,c,b,0,,,,,,,,,
ui_scope_range_finder_distance,1,,c,i,0,0,9999,0,,,,,,
ui_scope_range_finder_distance_locked,1,,c,i,0,0,9999,0,,,,,,
ui_scope_range_finder_bulletdrop,1,,c,i,0,0,9999,0,,,,,,
ui_scope_range_finder_bulletdrop_update,1,,c,b,0,,,,,,,,,
ui_stamina_high,1,1,c,b,0,,,,,,,,,
ui_stamina_infinite,1,1,c,b,0,,,,,,,,,
ui_world_fade,1,,c,f,0,0,1,1,,,,,,
ui_total_fade,1,,c,f,0,0,1,1,,,,,,
areaswap_state,0,0,g,i,0,0,255,,,,,,,
areaswap_hint,0,0,g,i,0,0,255,,,,,,,
water_raise,0,0,g,f,0,-8192,8192,,,,,,,
water_displacement_scale,0,0,g,f,1,0,1,,,,,,,
ui_mp_error_trigger,1,,c,n,,,,,,,,,,
ui_mp_error_message_id,1,,c,i,-1,-1,311,,,,,,,
ui_mp_error_message_param,1,,c,i,-1,-1,1022,,,,,,,
ui_show_objectives_force,1,1,c,b,0,,,,,,,,,
ui_objective_reveal_fanfare_enabled,1,,c,b,0,0,1,,,,,,,
ui_objective_dismiss_fanfare_enabled,1,,c,b,0,0,1,,,,,,,
ui_show_objectives_update,1,,c,b,0,0,1,,,,,,,
ui_infofeed_connection_notify,1,0,g,n,,,,,,,,,,Notify for push the message to infofeed
ui_infofeed_connection_status,0,0,g,i,0,0,1,,,,,,,
ui_infofeed_connection_player,0,0,g,i,-1,-1,210,,,,,,,
ui_scene_play,1,,c,i,-1,-1,10,,,,,,,
ui_scene_shot_index,1,,c,i,-1,-1,62,,,,,,,
ui_hide_game_render_for_round_end_team_hud,1,0,g,b,0,0,1,,,,,,,
ui_toggle_subtitle_visibility,1,0,c,i,1,0,1,0,0,0,,,,
ui_dialog_tree_active,1,0,c,i,0,0,1,0,0,0,,,,
ui_super_switching_allowed,1,,c,b,1,0,1,,,,,,,
ui_in_search_area_active,1,0,c,i,0,0,1,0,0,0,,,,
ui_collectable_1,1,,c,i,0,0,1000,,,,,,,
ui_collectable_2,1,,c,i,0,0,1000,,,,,,,
can_emote,1,1,c,b,1,0,1,,,,,,,
ui_specialty_expanded_minimap_map_scale,1,,c,f,1,0.10,10.00,,,,,,,
ui_specialty_expanded_minimap_icon_scale,1,,c,f,1,0.10,10.00,,,,,,,
