50941,cer_ch_event_s2_panda_reward5,0,0,1,,93337,,,,,,,1738864800,1740070800,,,0,,,,,93967,10,,
50942,cer_ch_event_s2_panda_reward6,0,0,1,,55422,,,,,,,1738864800,1740070800,,,0,,,,,93967,50,,
50943,cer_ch_event_s2_panda_reward7,0,0,1,,93326,,,,,,,1738864800,1740070800,,,0,,,,,93967,10,,
50944,cer_ch_event_s2_panda_reward8,0,0,1,,84673,,,,,,,1738864800,1740070800,,,0,,,,,93967,10,,
50945,cer_ch_event_s2_panda_reward9,0,0,1,,93318,,,,,,,1738864800,1740070800,,,0,,,,,93967,10,,
50946,cer_ch_event_s2_panda_reward10,0,0,1,,84670,,,,,,,1738864800,1740070800,,,0,,,,,93967,5,,
50947,cer_ch_event_s2_panda_reward11,0,0,1,,69121,,,,,,,1738864800,1740070800,,,0,,,,,93967,25,,
50948,cer_ch_event_s2_panda_reward12,0,0,1,,91755,,,,,,,1738864800,1740070800,,,0,,,,,93967,50,,
50949,cer_ch_event_s2_panda_reward13,0,0,1,,93356,,,,,,,1738864800,1740070800,,,0,,,,,93967,100,,
50950,cer_ch_event_s2_panda_reward3,0,0,1,,,93902,,,,,,1738864800,1740070800,,,0,,,,,93967,50,,
50502,cer_ch_event_s2_assassins_mastery,0,0,6,7500,26686,91730,,,,50503|50504|50633|50637|50641|50645,,1739469600,1740070800,,,0,,,,,,,,
50503,cer_ch_event_s2_assassins_challenge1,0,0,1,,93315,,,,,50627|50628|50629,,1739469600,1740070800,,,0,,,,,,,,
50627,cer_ch_event_s2_assassins_challenge1_mp,0,0,50000,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50628,cer_ch_event_s2_assassins_challenge1_zm,0,0,30,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50629,cer_ch_event_s2_assassins_challenge1_wz,0,0,5,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR,,,,,,,
50504,cer_ch_event_s2_assassins_challenge2,0,0,1,,69122,,,,,50630|50631|50632,,1739469600,1740070800,,,0,,,,,,,,
50630,cer_ch_event_s2_assassins_challenge2_mp,0,0,100,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50631,cer_ch_event_s2_assassins_challenge2_zm,0,0,500,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50632,cer_ch_event_s2_assassins_challenge2_wz,0,0,3,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR|LP_RES,,,,,,,
50633,cer_ch_event_s2_assassins_challenge3,0,0,1,,93695,,,,,50634|50635|50636,,1739469600,1740070800,,,0,,,,,,,,
50634,cer_ch_event_s2_assassins_challenge3_mp,0,0,5,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50635,cer_ch_event_s2_assassins_challenge3_zm,0,0,3,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50636,cer_ch_event_s2_assassins_challenge3_wz,0,0,5,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR|LP_RES,,,,,,,
50637,cer_ch_event_s2_assassins_challenge4,0,0,1,,84679,,,,,50638|50639|50640,,1739469600,1740070800,,,0,,,,,,,,
50638,cer_ch_event_s2_assassins_challenge4_mp,0,0,30,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50639,cer_ch_event_s2_assassins_challenge4_zm,0,0,10,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50640,cer_ch_event_s2_assassins_challenge4_wz,0,0,10,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR|LP_RES,,,,,,,
50641,cer_ch_event_s2_assassins_challenge5,0,0,1,,92889+84675,,,,,50642|50643|50644,,1739469600,1740070800,,,0,,,,,,,,
50642,cer_ch_event_s2_assassins_challenge5_mp,0,0,5,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50643,cer_ch_event_s2_assassins_challenge5_zm,0,0,200,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50644,cer_ch_event_s2_assassins_challenge5_wz,0,0,1,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR|LP_RES,,,,,,,
50645,cer_ch_event_s2_assassins_challenge6,0,0,1,,46510,,,,,50646|50647|50648,,1739469600,1740070800,,,0,,,,,,,,
50646,cer_ch_event_s2_assassins_challenge6_mp,0,0,10,2500,,,,,,,,1739469600,1740070800,,,0,MP|LP_MP,,,,,,,
50647,cer_ch_event_s2_assassins_challenge6_zm,0,0,3,2500,,,,,,,,1739469600,1740070800,,,0,ZM,,,,,,,
50648,cer_ch_event_s2_assassins_challenge6_wz,0,0,10,2500,,,,,,,,1739469600,1740070800,,,0,BR|LP_BR|LP_RES,,,,,,,
51047,cer_ch_event_s2_fieldrep_clover_mastery,0,0,1,,93867,94868,,,,51048,,1741885200,1743094800,,,0,,,,,,,,
51056,cer_ch_event_s2_clover_rp_win_matches,0,0,1,,,,,,,,,1741885200,1743094800,,,0,LP_MP,,,,,,,
51057,cer_ch_event_s2_clover_rp_draw_matches,0,0,1,,,,,,,,,1741885200,1743094800,,,0,LP_MP,,,,,,,
51058,cer_ch_event_s2_clover_rp_lose_matches,0,0,1,,,,,,,,,1741885200,1743094800,,,0,LP_MP,,,,,,,
51085,cer_ch_event_s3_golden_dogtag,0,0,1,,92315,,,,,,,1743695100,1744736400,,,0,,,,,,,,
51822,cer_event_kura_map_mastery,0,0,12,,93502,,,,,51834|51833|51832|51831|51823|51824|51825|51826|51827|51828|51829|51830,,1743695100,1744736400,,,0,,,,,,,,
51834,cer_event_kura_zone_1,0,0,1,,94282,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51833,cer_event_kura_zone_2,0,0,1,,96019,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51832,cer_event_kura_zone_3,0,0,1,,91580,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51831,cer_event_kura_zone_4,0,0,1,,94273,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51823,cer_event_kura_zone_5,0,0,1,,94275,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51824,cer_event_kura_zone_6,0,0,1,,88482,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51825,cer_event_kura_zone_7,0,0,1,,94274,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51826,cer_event_kura_zone_8,0,0,1,,94277,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51827,cer_event_kura_zone_9,0,0,1,,94272,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51828,cer_event_kura_zone_10,0,0,1,,94270,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51829,cer_event_kura_zone_11,0,0,1,,84678,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51830,cer_event_kura_zone_12,0,0,1,,93319,,,,,,,1743695100,1744736400,,,0,BR|LP_BR,,,,,,,
51492,cer_event_verdansk_gunscreen_kills,0,0,1,,,,,,,,,,,,,0,,,,,,,,
51494,cer_event_verdansk_gunscreen_wins,0,0,1,,,,,,,,,,,,,0,,,,,,,,
51840,cer_ch_event_s3_kura_default_rewards,0,0,1,,89519+92109+93062,,,,,,,1743695100,1746118800,,,0,,,,,,,,
51842,cer_ch_event_s3_kura_default_rewards_sierra,0,0,1,,86002+95162+94509,,,,,,,1743695100,1746118800,,,0,,,,,,,,
52079,cer_ch_event_s3_kura_countdown_rewards,0,0,1,,93062,,,,,,,1743613200,1743695100,,,0,,,,,,,,
52032,cer_ch_event_s3_fieldrep_prem_mastery,0,0,1,,93503,,,,,52009,,1744909200,1746115200,,,0,,,,,,,,94765
54032,cer_ch_event_s3_mam_challenge2_zm,0,0,500,2500,,,,,,,,1747328400,1748192400,,,0,ZM,,,,,,,
54035,cer_ch_event_s3_mam_challenge3_mp,0,0,1,2500,,,,,,,,1747328400,1748192400,,,0,MP|LP_MP,,,,,,,
