347,CER_AE_KIND_GOBBLEGUM,0,0,1,0,,,0,0,0,0,0,0
348,CER_AE_KIND_FIELD_REP,0,0,1,0,ae/cer_ae_autogen_field_rep_challenges.csv,,1,1,0,0,0,0
349,CER_AE_KIND_ZM_AUGMENT,1,1,1,1,ae/cer_zm_augments_achievements.csv,,0,1,0,0,0,0
350,CER_AE_KIND_ONBOARDING_MISSION,0,0,1,0,,,1,1,0,0,0,0
351,CER_AE_KIND_ARMORY,1,1,1,1,,,0,1,0,0,0,0
352,CER_AE_KIND_GUNSMITH_MASTERY,0,0,1,1,,,0,2,0,0,0,0
356,CER_AE_KIND_RES_LEAGUEPLAY,1,1,1,0,,,1,1,0,0,0,0
357,CER_AE_KIND_FIRSTPARTY_ACHIEVEMENTS,0,0,1,0,ae/cer_ae_autogen_fp_achievements.csv,,0,0,0,0,0,0
359,CER_AE_KIND_PROGRESSION_HIDDEN,0,0,0,0,,,0,1,0,0,0,0
360,CER_AE_KIND_SECRET,1,1,1,0,,,1,1,0,0,0,0
362,CER_AE_KIND_CHAMPIONS_QUEST_TOKEN,0,0,1,0,,,0,1,0,0,0,0
365,CER_AE_KIND_DAILY_LOGIN_REWARD,0,0,0,0,,,0,1,0,0,0,0
