30606,4527,87307,D2617EA31FEC348E,32481,DD8934DCCD5114E0,EC32DBF7C55AB409
57673,4846,89144,2AFF6FFA7EF7402E,32812,C1356721FBB41CB0,61C01E1FC4B479B9
30738,4529,87309,873757954FF34722,32483,9968D785B6A5757C,4355DBC5F5A505DD
54029,4530,87310,62ECAD225EBDC77B,32484,86D685270D646109,FB9E88EE1F2D840E
70778,4531,87311,661425BCACDF7798,32485,3898AA2B7AE83C7A,6CC8CCB2ED2F7C97
17770,4532,87312,330B239F45171DB3,32486,3D40EB7068CFB98D,B22ADC5F76295AEA
30584,4540,87320,228DE49BF247C1D4,32494,7DB697ED7CBB44BA,ADA317B2C298E0D7
30637,4541,87321,B20669206735EF32,32495,98EED387DEC16F08,7CEB498A3A0C951
30746,4542,87322,811D06741FBFE8FD,32496,F35FAA08753F5DAF,9B0C5417A69D60A0
30695,4543,87323,7FDF513E2A939820,32497,C6E16A93AAA162CE,E3A522389AF92763
48651,4544,87324,13213CEEEEAAC103,32498,D248B74818998DF5,CA2B461F0E0700B2
35282,4545,87325,878AC9E4962E8CD1,32499,623CB2A2013DE3BB,B1772D5C1AE581F4
17757,4546,87326,1CBF92C079A7A841,32500,13418F20BE8FDAC7,4ECE56944D7B1398
30631,4555,87335,2ABAEBF0BAB51125,32509,F4DB39B7300982A7,770421639A0CCDF8
54702,4556,87336,1A78E0DD24168F40,32510,7D56EB130578A996,54A36D3461D3134B
55993,4557,87337,C9397D38A19E342B,32511,842DE5503FC14499,A216F63EF9F3FC3E
80407,4558,87338,BBABF4487B69F18,32512,4DB89DE371B5D336,AD249D061805836B
30741,4559,87339,44794A27500054B0,32513,561A95EE156DF742,B2F837F60E00571F
36378,4560,87340,C4816AC97DA5A318,32514,D4C026BE699184A6,6FEB437A7B69B9BB
30594,4569,87349,F2AE744D537A48FE,32523,F156A3D4312A9D30,A0BAC0F09D10D339
30630,4570,87350,7F862B9FD10E6AA1,32524,3B79D46EC1FED947,156A9A2423158718
80980,4571,87351,D274C61A1AEB4118,32525,96540C6483A997BE,68B83DFF4DB30E73
54025,4572,87352,75257162F926E617,32526,CA5D6E535F3A02A1,36D3B80228EA50E6
30739,4573,87353,66FC1CD2182CE457,32527,5142789C73A67C25,C9730D3D9A8D3BC2
17759,4574,87354,ECE66F466500E7B8,32528,2F9174FBE3B46AE6,DF10CB789D4A66FB
30591,4582,87362,B977A56D26DF3D8E,32536,3EA15BAC4F3896A0,6A9C76BC38FD33C9
30883,4583,87363,E458DE3062E40413,32537,3EA28295C2F89A65,39355A1DEF0D7802
30622,4895,90886,903DF068C42305FD,32870,233D0FD3BE4A74F3,2301990B8CBAE70C
30691,4584,87364,7FBFA46FAF01B11E,32538,3E30EEDD0964ABC8,D6385DF4F944EE11
45969,4585,87365,A98C82A2E800D851,32539,4C6E60EE124850F7,C69F9FB520897368
57672,4586,87366,B49C1839FA59BFFD,32540,EB0DE82DC1319C5F,18FB7A262FAEBCF0
80392,4587,87367,C8138991D625E61D,32541,B765DBF27C402C1B,B7C68B6EF0B69BD4
35283,4588,87368,ECE834C6A1A1882E,32542,4B31051B0F3BC8D8,5B96F4E101DCCE01
17764,4589,87369,655A7FDB5200F842,32543,A4840666D3ED9724,60DD2BC156FFDB85
30613,4604,87384,6E2D2E10C2B02E9E,32558,72C08B8224C32058,1BCFD60A96D67C81
80978,4896,90887,3EC5CB63DFC8C5B6,32871,8473C8BB5DE1315C,902E4F9F4C52D53D
30585,4605,87385,E6FE9C6A12E93BB2,32559,F487B87BE38DBA64,B28ED0A63C3D0FC5
30747,4606,87386,C6BF010385B2E13A,32560,C99AAE33EE654AAC,15D7EFCDA441E12D
39146,4607,87387,5BE669AF6BC64C2D,32561,3B7E73788D4424B7,E82609A520637228
30580,4615,87395,EE67525E19FB46B7,32569,1F38EE9A7AB65C25,D31D8BE39A86DBC2
46522,4616,87396,280FA5BA58212B98,32570,EDFA5C61920D01D2,8D06085410BB50F
80976,4617,87397,C9C0F8FB5AC4EE10,32571,444D4E0FB400B152,AB708B68F21EEB8F
30748,4618,87398,84E31520BE77F907,32572,932744C1537CEFB9,1E948DB552C708DE
54027,4619,87399,F137BDE1C3B1B346,32573,DDF3BD38E674CD08,285CC68B9698351
55412,4620,87400,5985985FD47E73C8,32574,50181DD1F7DE2D0E,6954A79382081A3
26684,4621,87401,DC29B5AA6F017147,32575,8BEAF9DDCFE3FE4D,B1E848E1B8A988AA
30586,4630,87410,B05AC0262E3480F5,32584,AF62C78CAD33465B,C3E30FC8171F1A14
30693,4631,87411,28F52ACD468A7C13,32585,1AF5BCF36C0C0ECD,E942469A10BD922A
36547,4632,87412,59D2ECA0E9E41A1,32586,6FDF36065B1DD9DB,C1E6488A9CB7BC94
80981,4633,87413,F74A8F555FD0A375,32587,7C58703AF7773CB,81D781684CC66AA4
30743,4634,87414,646B256EE6F20FBA,32588,280EB2DE654508A0,1BD9A0D7B022E9C9
80408,4635,87415,68768DC2C5594DD7,32589,E358607C8EAF4A2D,6604C89B0700610A
36955,4636,87416,36FC53461A7BD110,32590,90CE3C299B7DC0E,2830A25C3D04DEA3
30640,4644,87424,57617BFB0F702E4E,32598,59D8F81FC3F5FDC0,C6C226907BFCA269
54026,4645,87425,6672592B769BCE65,32599,8CD52BE7CDADBD5B,87BA96A047374F14
70779,4646,87426,B75EEB1992DE2904,32600,D821DA12A92B6202,71F1997C1006AFDF
30688,4647,87427,D7C9E2AA9CED4330,32601,810BFE80370414D2,E6D9DA9790E0FE0F
81372,4648,87428,464E726B50190A22,32602,768C869F5780D9F8,9DB27B4FDBAB0FA1
17752,4649,87429,DA65AA11C559FDA1,32603,FEC0120357D3DE97,9A4B8F766D813488
17768,4650,87430,E07BE76B55816317,32604,E2F3A37D81AC8C35,7C05B862C0EB5FF2
30590,4665,87445,844B0C2DEC6F788F,32619,6FB1E386260AE455,AC7E1BE618769A92
57486,4666,87446,87B64DE25D8F44CE,32620,9C53042E1C09E8D8,67B623FC41D2E01
30641,4667,87447,AF4F02594B08F78F,32621,2FC22F4097F119D5,EE6449B5A2A38312
81255,4897,90888,35C236AB30681386,32872,DFA92E7B994EF034,9EAACCFBE25DA35
30588,4668,87448,4B84CA5247EDA8DF,32622,44715B12026A6C8D,842B8BF7780783EA
30744,4669,87449,AEC2B5F5C771F029,32623,E9FB9648F574EC63,48051DDD0AAE8F1C
17743,4670,87450,A3D0257BF8F12ABD,32624,5B482E8138239E6F,D015BD329AD4B160
17746,4671,87451,892EA1AE4F02C954,32625,558AFF2A2F1883DA,5F3196C3C8D0F077
30696,4686,87466,822176B70F13F6E8,32640,D348A1FE5D85F89A,DA2A5AB6F0C58437
30636,4687,87467,ABE36CFE384C4CF9,32641,C986F53AE8037987,D0CAE23537CBB958
57677,4688,87468,82369B691B2F318C,32642,4BCD0694D550E0DE,252FB5EBD6ECB13
80977,4689,87469,9C79D48ECF521BBC,32643,F9A2BB70FEED1F7E,C0C047B7FAFF9B33
30755,4690,87470,E6390B9619A97DB4,32644,D2369A35F6EDEBBA,75CDF8DA66AAA5D7
54030,4691,87471,23FB48A9DB824CA,32645,5CBD47B44D5735E4,8F0CAD81FD99EA45
26683,4692,87472,1303CB6C0A446414,32646,B415E7E291BAFA92,AE1CACB2CDAB91CF
36392,4699,87479,7A1072FCD9F267E2,32653,EC378E784623A8A8,F3F1B2C219CBB671
30757,4700,87480,24BB96B6C59A7B57,32654,E6100BCC03652E0D,1F935807221E506A
55411,4701,87481,655B83045459B615,32655,761E15CD6006F07F,3010BE3EE27D1B90
30626,4702,87482,3663319AE08EA7F3,32656,41E80FF3682A627D,A7FFDB321883B9BA
30692,4703,87483,A020F2B844672AF1,32657,D814724C47AAECAB,E2153353FCB10D04
58720,4704,87484,F5CB8BA53FDF7C97,32658,4449EE18F16BD569,4A0773997A1D73EE
82915,4899,90986,37180214B28BE0EE,32873,911F734572FA47E0,BDB1E7C943DC5D09
17771,4705,87485,C9EED8B005D53952,32659,BA1AFE33C82280FC,4F19158DAD1F905D
17747,4706,87486,9A6B4AC663789B33,32660,6228C62C703F86CD,1872F27C34327A2A
30589,4723,87503,ECF8A336179D6055,32677,34C83BD57E6BCD3B,A27ACFD9CFE94674
30643,4724,87504,FF1C05E16E8BF160,32678,BED874650F1DF58E,7730E669B9823323
30618,4725,87505,7334CB00BD2C13E6,32679,CC2BC0D7058DF1D0,2F4E6CBA96F75E59
30694,4726,87506,C210E69F666D2CD6,32680,64D6901C298D38A4,CCBEAAE1D53F4805
17756,4727,87507,D1CEFDA5D795A917,32681,775BCC0641339AD,27D80FDE9FD0578A
54033,4728,87508,6F28F676FDD92EED,32682,98DD098D529236EB,7AAC3143885DB944
30593,4736,87516,DE3202B6BB7C07D5,32690,A9BBD3AFEAF11BA7,B842C3093195C8F8
49177,4737,87517,8C5F8251B6A37CC8,32691,B6B4B0B55F224B9A,E71A5BAEAD668D37
47220,4738,87518,E31C2191D36184B2,32692,937900C5F7FB2F5C,300A89A3267D6F3D
54028,4739,87519,CD62CD274B023F97,32693,2193E949B2E7CB35,219B525A68976CF2
17751,4740,87520,7D46478D74940CD4,32694,17188A505537E846,7AB05272490E4BDB
