ui_hardpoint_timer,1,,g,t,0,,,,,,,,,,,,,
ui_assimilation_clientnum,1,,c,i,-1,-1,199,,,,,,,,,,,
ui_assimilation_join_on_target,1,,c,b,0,0,1,,,,,,,,,,,
ui_assimilation_disabled,1,,c,b,0,0,1,,,,,,,,,,,
ui_br_circle1_start_time,1,,g,t,0,,,,,,,,,,,,,
ui_br_circle1_duration,1,,g,i,0,0,16777215,,,,,,,,,,,
ui_br_circle1_start_entity,1,,g,e,,,,,,,,,,,,,,
ui_br_bink_overlay_state,1,,c,i,0,0,15,,,,,,,,,,,
ui_dmz_dog_tag,1,,c,i,0,-1,4,,,,,,,,,,,
ui_br_end_game_splash_type,1,,c,i,-1,-1,20,,,,,,,,,,,
ui_dmz_mission_overlay,1,,c,b,0,0,1,,,,,,,,,,,
ui_br_danger_warning,1,,c,i,0,0,6,,,,,,,,,,,
tombstone_stash,1,,c,i,0,0,24,,,,,,,,,,,
s1_rift_gate_drops_enabled,1,,c,i,0,0,1,,,,,1,,,,,,
ob_rift_gate_formation,1,,c,i,0,0,1,,,,,1,,,,,,
ob_rift_gate_portal_vfx,1,,c,i,0,0,2,,,,,1,,,,,,
ui_hackingdevice_state,1,,c,i,-1,-1,2,,,,,,,,,,,
ui_vehicle_ability_progress,1,,c,f,0,0,1,1,,,,,,,,,,
ui_vehicle_ability_state,1,,c,i,0,0,4,,,,,,,,,,,
ui_vehicle_ability_notification,1,,c,b,0,0,1,,,,,,,,,,,
ui_bones_collected,1,,c,i,0,0,9999,,,,,,,,,,,
ui_skulls_collected,1,,c,i,0,0,9999,,,,,,,,,,,
s2_rift_gate_drops_enabled,1,,c,i,0,0,1,,,,,1,,,,,,
ob_s2_rift_gate_formation,1,,c,i,0,0,1,,,,,1,,,,,,
ob_s2_rift_gate_portal_vfx,1,,c,i,0,0,2,,,,,1,,,,,,
ui_ob_gold_ammo_counter,1,,c,b,0,0,1,,,,,,,,,,,
ui_ob_unstable_rift_vote,1,,c,b,0,0,1,,,,,,,,,,,
