42604,cer_ch_reticle_zm_t10_reddot02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67138|67141|67144|67147|67150|67153|67156|67159|67162|67165,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reddot02,0
42607,cer_ch_reticle_zm_t10_reddot03,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67168|67171|67174|67177|67180|67183|67186|67189|67192|67195,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reddot03,0
40933,cer_ch_reticle_zm_t10_reflex01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66180|66181|66182|66183|66184|66185|66186|66187|66188|66189,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex01,0
42611,cer_ch_reticle_zm_t10_reflex02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67208|67211|67214|67217|67220|67223|67226|67229|67232|67235,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex02,0
42614,cer_ch_reticle_zm_t10_reflex03,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67238|67241|67244|67247|67250|67253|67256|67259|67262|67265,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex03,0
42617,cer_ch_reticle_zm_t10_reflex04,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67268|67271|67274|67277|67280|67283|67286|67289|67292|67295,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex04,0
42620,cer_ch_reticle_zm_t10_reflex05,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67298|67301|67304|67307|67310|67313|67316|67319|67322|67325,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex05,0
42623,cer_ch_reticle_zm_t10_reflex06,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67328|67331|67334|67337|67340|67343|67346|67349|67352|67355,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reflex06,0
42626,cer_ch_reticle_zm_t10_scope_pi,0,0,400|800|1200|1600|2000,67358|67361|67364|67367|67370,200|400|600|800|1000,,,,,,,,ZM,t10_scope_pi,0
42629,cer_ch_reticle_zm_t10_scope_rangefinder,0,0,400|800|1200|1600|2000,67388|67391|67394|67397|67400,200|400|600|800|1000,,,,,,,,ZM,t10_scope_rangefinder,0
42632,cer_ch_reticle_zm_t10_snprscope_ar,0,0,400|800|1200|1600|2000,67418|67421|67424|67427|67430,200|400|600|800|1000,,,,,,,,ZM,t10_snprscope_ar,0
42635,cer_ch_reticle_zm_t10_snprscope_dm,0,0,400|800|1200|1600|2000,67448|67451|67454|67457|67460,200|400|600|800|1000,,,,,,,,ZM,t10_snprscope_dm,0
42638,cer_ch_reticle_zm_t10_thermal01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67478|67481|67484|67487|67490|67493|67496|67499|67502|67505,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_thermal01,0
42641,cer_ch_reticle_zm_t10_thermal_holo,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67508|67511|67514|67517|67520|67523|67526|67529|67532|67535,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_thermal_holo,0
42644,cer_ch_reticle_zm_t10_thermal_scope,0,0,400|800|1200|1600|2000,67538|67541|67544|67547|67550,200|400|600|800|1000,,,,,,,,ZM,t10_thermal_scope,0
42647,cer_ch_reticle_zm_t10_threex01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67568|67571|67574|67577|67580|67583|67586|67589|67592|67595,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_threex01,0
42650,cer_ch_reticle_zm_t10_twox01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67598|67601|67604|67607|67610|67613|67616|67619|67622|67625,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_twox01,0
42653,cer_ch_reticle_zm_t10_varizoom01,0,0,400|800|1200|1600|2000,67628|67631|67634|67637|67640,200|400|600|800|1000,,,,,,,,ZM,t10_varizoom01,0
42656,cer_ch_reticle_zm_t10_varizoom02,0,0,400|800|1200|1600|2000,67658|67661|67664|67667|67670,200|400|600|800|1000,,,,,,,,ZM,t10_varizoom02,0
43505,cer_ch_reticle_zm_t10_snprscope_droger,0,0,400|800|1200|1600|2000,69961|69964|69967|69970|69973,200|400|600|800|1000,,,,,,,,ZM,t10_snprscope_droger,0
49970,cer_ch_reticle_zm_t10_reddot04,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,91520|91536|91529|91535|91538|91537|91527|91544|91519|91524,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reddot04,0
42569,cer_ch_reticle_wz_t10_dualzoom01,0,0,50|100|150|200|250,66747|66750|66753|66756|66759,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_dualzoom01,0
42572,cer_ch_reticle_wz_t10_fourx01,0,0,25|50|75|100|125|150|175|200|225|250,66777|66780|66783|66786|66789|66792|66795|66798|66801|66804,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_fourx01,0
42575,cer_ch_reticle_wz_t10_fourx02,0,0,25|50|75|100|125|150|175|200|225|250,66807|66810|66813|66816|66819|66822|66825|66828|66831|66834,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_fourx02,0
42578,cer_ch_reticle_wz_t10_holo01,0,0,25|50|75|100|125|150|175|200|225|250,66837|66840|66843|66846|66849|66852|66855|66858|66861|66864,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_holo01,0
42581,cer_ch_reticle_wz_t10_holo02,0,0,25|50|75|100|125|150|175|200|225|250,66867|66870|66873|66876|66879|66882|66885|66888|66891|66894,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_holo02,0
42584,cer_ch_reticle_wz_t10_holo_range,0,0,25|50|75|100|125|150|175|200|225|250,66897|66900|66903|66906|66909|66912|66915|66918|66921|66924,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_holo_range,0
42587,cer_ch_reticle_wz_t10_hybrid01,0,0,25|50|75|100|125|150|175|200|225|250,66927|66930|66933|66936|66939|66942|66945|66948|66951|66954,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_hybrid01,0
42590,cer_ch_reticle_wz_t10_hybrid02,0,0,25|50|75|100|125|150|175|200|225|250,66957|66960|66963|66966|66969|66972|66975|66978|66981|66984,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_hybrid02,0
42593,cer_ch_reticle_wz_t10_microreflex01,0,0,25|50|75|100|125|150|175|200|225|250,66987|66990|66993|66996|66999|67002|67005|67008|67011|67014,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_microreflex01,0
42596,cer_ch_reticle_wz_t10_microreflex02,0,0,25|50|75|100|125|150|175|200|225|250,67017|67020|67023|67026|67029|67032|67035|67038|67041|67044,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_microreflex02,0
42599,cer_ch_reticle_wz_t10_microreflex03,0,0,25|50|75|100|125|150|175|200|225|250,67047|67050|67053|67056|67059|67062|67065|67068|67071|67074,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_microreflex03,0
42602,cer_ch_reticle_wz_t10_microreflex04,0,0,25|50|75|100|125|150|175|200|225|250,67077|67080|67083|67086|67089|67092|67095|67098|67101|67104,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_microreflex04,0
36275,cer_ch_reticle_wz_t10_reddot01,0,0,25|50|75|100|125|150|175|200|225|250,67107|67110|67113|67116|67119|67122|67125|67128|67131|67134,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reddot01,0
42605,cer_ch_reticle_wz_t10_reddot02,0,0,25|50|75|100|125|150|175|200|225|250,67137|67140|67143|67146|67149|67152|67155|67158|67161|67164,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reddot02,0
42608,cer_ch_reticle_wz_t10_reddot03,0,0,25|50|75|100|125|150|175|200|225|250,67167|67170|67173|67176|67179|67182|67185|67188|67191|67194,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reddot03,0
42609,cer_ch_reticle_wz_t10_reflex01,0,0,25|50|75|100|125|150|175|200|225|250,67196|67197|67198|67199|67200|67201|67202|67203|67204|67205,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex01,0
42612,cer_ch_reticle_wz_t10_reflex02,0,0,25|50|75|100|125|150|175|200|225|250,67207|67210|67213|67216|67219|67222|67225|67228|67231|67234,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex02,0
42615,cer_ch_reticle_wz_t10_reflex03,0,0,25|50|75|100|125|150|175|200|225|250,67237|67240|67243|67246|67249|67252|67255|67258|67261|67264,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex03,0
42618,cer_ch_reticle_wz_t10_reflex04,0,0,25|50|75|100|125|150|175|200|225|250,67267|67270|67273|67276|67279|67282|67285|67288|67291|67294,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex04,0
42621,cer_ch_reticle_wz_t10_reflex05,0,0,25|50|75|100|125|150|175|200|225|250,67297|67300|67303|67306|67309|67312|67315|67318|67321|67324,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex05,0
42624,cer_ch_reticle_wz_t10_reflex06,0,0,25|50|75|100|125|150|175|200|225|250,67327|67330|67333|67336|67339|67342|67345|67348|67351|67354,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reflex06,0
42627,cer_ch_reticle_wz_t10_scope_pi,0,0,50|100|150|200|250,67357|67360|67363|67366|67369,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_scope_pi,0
42630,cer_ch_reticle_wz_t10_scope_rangefinder,0,0,50|100|150|200|250,67387|67390|67393|67396|67399,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_scope_rangefinder,0
42633,cer_ch_reticle_wz_t10_snprscope_ar,0,0,50|100|150|200|250,67417|67420|67423|67426|67429,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_snprscope_ar,0
42636,cer_ch_reticle_wz_t10_snprscope_dm,0,0,50|100|150|200|250,67447|67450|67453|67456|67459,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_snprscope_dm,0
42639,cer_ch_reticle_wz_t10_thermal01,0,0,25|50|75|100|125|150|175|200|225|250,67477|67480|67483|67486|67489|67492|67495|67498|67501|67504,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_thermal01,0
42642,cer_ch_reticle_wz_t10_thermal_holo,0,0,25|50|75|100|125|150|175|200|225|250,67507|67510|67513|67516|67519|67522|67525|67528|67531|67534,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_thermal_holo,0
42645,cer_ch_reticle_wz_t10_thermal_scope,0,0,50|100|150|200|250,67537|67540|67543|67546|67549,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_thermal_scope,0
42648,cer_ch_reticle_wz_t10_threex01,0,0,25|50|75|100|125|150|175|200|225|250,67567|67570|67573|67576|67579|67582|67585|67588|67591|67594,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_threex01,0
42651,cer_ch_reticle_wz_t10_twox01,0,0,25|50|75|100|125|150|175|200|225|250,67597|67600|67603|67606|67609|67612|67615|67618|67621|67624,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_twox01,0
42654,cer_ch_reticle_wz_t10_varizoom01,0,0,50|100|150|200|250,67627|67630|67633|67636|67639,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_varizoom01,0
42657,cer_ch_reticle_wz_t10_varizoom02,0,0,50|100|150|200|250,67657|67660|67663|67666|67669,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_varizoom02,0
43506,cer_ch_reticle_wz_t10_snprscope_droger,0,0,50|100|150|200|250,69960|69963|69966|69969|69972,200|400|600|800|1000,,,,,,,,BR|LP_BR|DMZ,t10_snprscope_droger,0
49971,cer_ch_reticle_wz_t10_reddot04,0,0,25|50|75|100|125|150|175|200|225|250,91534|91543|91545|91531|91532|91547|91542|91541|91525|91528,100|200|300|400|500|600|700|800|900|1000,,,,,,,,BR|LP_BR|DMZ,t10_reddot04,0
45574,cer_ch_reticle_mp_mastery,0,0,33,72226,25000,mastery,1,,,,,,,,0
45637,cer_ch_reticle_zm_mastery,0,0,33,72227,25000,mastery,2,,,,,,,,0
45638,cer_ch_reticle_wz_mastery,0,0,33,72228,25000,mastery,3,,,,,,,,0
