45,dmz_clear_fortress,0,0,,0,ui_map_icon_obj_assassin,default,0,,,,0,,0,,,0,clear,0,,0
46,dmz_destroy_sam,0,0,,0,ui_map_icon_obj_bomb_collect,default,0,,,,0,,0,,,0,sam,0,,0
47,dmz_hostage,0,0,,0,ui_map_icon_obj_rescue,default,0,,,,0,,0,,,0,hostage,0,,0
48,dmz_hostage_transport,0,0,,0,ui_map_icon_obj_rescue,default,0,,,,0,,0,,,0,hostage,0,,0
49,dmz_vehicledrive,0,0,,0,ui_map_icon_obj_cargo_delivery,default,0,,,,0,,0,,,0,vehicledrive,0,,0
50,dmz_vehicledrive_explore,0,0,,0,ui_map_icon_obj_cargo_delivery,default,0,,,,0,,0,,,0,vehicledrive,0,,0
51,dmz_geiger_search,0,0,,0,ui_map_icon_obj_geiger_search,default,0,i,1,,0,,0,,,0,geiger,0,,0
52,dmz_geiger_search_explore,0,0,,0,ui_map_icon_obj_geiger_search,default,0,i,1,,0,,0,,,0,geiger,0,,0
53,dmz_geiger_search_loot,0,0,,0,ui_map_icon_obj_geiger_search,default,0,,,,0,,0,,,0,geiger,0,,0
54,dmz_hunt,0,0,,0,ui_map_icon_obj_hunt,default,1,,,,0,,0,,,0,hunt,0,,0
55,dmz_boatdrive_wait,0,0,,0,ui_map_icon_obj_cargo_ship,,0,,,,0,,0,,,0,boatdrive,0,,0
56,dmz_boatdrive,0,0,,0,ui_map_icon_obj_cargo_ship,,0,,,,0,,0,,,0,boatdrive,0,,0
57,dmz_boatdrive_explore,0,0,,0,ui_map_icon_obj_cargo_ship,,0,,,,0,,0,,,0,boatdrive,0,,0
58,dmz_demo,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
59,dmz_demo_first,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
60,dmz_demo_second,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
61,dmz_demo_defend,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
62,dmz_supply_explore,0,0,,0,ui_map_icon_obj_dmz_supply,,0,,,,0,,0,,,0,supply,0,,0
63,dmz_supply_fire,0,0,,0,ui_map_icon_obj_dmz_supply,,0,,,,0,,0,,,0,supply,0,,0
64,dmz_supply_wait,0,0,,0,ui_map_icon_obj_dmz_supply,,0,,,,0,,0,,,0,supply,0,,0
65,dmz_supply_loot,0,0,,0,ui_map_icon_obj_dmz_supply,,0,,,,0,,0,,,0,supply,0,,0
66,dmz_convoy_attack,0,0,,0,ui_map_icon_obj_assassin,,0,,,,0,,0,,,0,convoy_attack,0,,0
67,dmz_hacker_phone,0,0,,0,ui_map_icon_obj_hacker,default,0,i,1,,0,,0,,,0,hacker_phone,0,1,0
68,dmz_scav,0,0,,0,ui_map_icon_obj_dmz_supply,,0,i,1,,0,,0,,,0,scav,0,,0
69,strongholdInfil,0,0,,0,ui_map_icon_obj_fortress,timed_run,1,,,brloot_stronghold_infil_tablet,0,ui_mp_br_mapmenu_legend_tablet_fortress,0,ui_mp_br_contracts_splash_icon_fortress,,0,strongholdInfil,0,,0
71,elite_arrow,0,0,,0,hud_icon_objective_elite_site,default,1,,,,0,,0,,,0,elite_arrow,0,,0
72,strongholdInfil,0,0,,0,ui_map_icon_obj_fortress,timed_run,1,,,brloot_stronghold_infil_tablet,0,ui_mp_br_mapmenu_legend_tablet_fortress,0,ui_mp_br_contracts_splash_icon_fortress,,0,strongholdInfil,0,,0
73,elite_safecracker,0,0,,0,ui_map_icon_elite_safe,default,1,,,,0,,0,,,0,safecracker,0,,0
74,elite_chopper,0,0,,0,ui_map_icon_elite_attack_chopper,default,1,,,,0,,0,,,0,elite_chopper,0,,0
75,elite_geiger,0,0,,0,ui_map_icon_obj_geiger_search,default,1,,,,0,,0,,,0,elite_geiger,0,,0
76,hacker_phone,0,0,,0,ui_map_icon_obj_hacker,hacker_phone,1,i,1,,0,,0,,,0,hacker_phone,0,1,0
81,elite_geiger_search,0,0,,0,ui_map_icon_elite_geiger_search,default,1,i,1,,0,,0,,,0,elite_geiger,0,,0
82,elite_geiger_explore,0,0,,0,ui_map_icon_elite_geiger_search,default,1,i,1,,0,,0,,,0,elite_geiger,0,,0
83,elite_geiger_loot,0,0,,0,ui_map_icon_elite_geiger_search,default,1,,,,0,,0,,,0,elite_geiger,0,,0
84,elite_safecracker_loot,0,0,,0,ui_map_icon_elite_safe,default,1,,,,0,,0,,,0,safecracker,0,,0
85,elite_chopper_loot,0,0,,0,ui_map_icon_elite_attack_chopper,default,1,,,,0,,0,,,0,elite_chopper,0,,0
87,spy_drones,0,0,,0,ui_map_icon_obj_spy_drones,default,1,i,1,brloot_spy_drones_tablet,0,,0,,,0,spy_drones,0,1,0
105,scavenger_mobile,0,0,3,0,ui_map_icon_obj_scavenger,scavenger_3,1,i,1,brloot_scavenger_tablet,0,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,0,ui_mp_br_contracts_splash_icon_scavengerhunt,,0,scavenger,0,,0
106,recon,0,0,,0,ui_map_icon_obj_recon,default,1,,,brloot_recon_tablet,0,ui_mp_br_mapmenu_legend_tablet_dom,0,ui_mp_br_contracts_splash_icon_dom,,0,recon,0,,0
