18,circlePick,special,circle_pick,200,0,0,ui_mp_br_mission_reward_circle,1,0,50,,,,0
19,cp_sentry,special,cp_sentry,200,0,0,hud_icon_minimap_killstreak_sentry,1,0,50,,,,0
20,cranked,special,cranked,200,0,0,hud_icon_cranked,1,0,50,,,,0
21,cruisePredator,killstreak,cruise_predator,575,0,0,hud_icon_killstreak_cruise_missile,4,0,50,,,,0
22,customLoadout,loadout_custom,loadout_custom,800,0,0,,,0,50,,,,0
23,defArmorT1,special,defense_spawn_armor_tier_1,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
24,defArmorT2,special,defense_spawn_armor_tier_2,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
25,defaultLoadout,loadout_default,loadout_default,800,0,0,,,0,50,,,,0
26,defPlateT1,special,defense_spawn_plate_tier_1,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
27,defPlateT2,special,defense_spawn_plate_tier_2,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
28,deployMinefield,special,deploy_minefield,200,0,0,ui_mp_br_loot_icon_truckwar_redeploy,1,0,50,,,,0
29,directionalUAV,killstreak,directional_uav,480,0,0,cer_ui_image_equipment_br_harp,4,0,50,30744,,,0
30,dom_gulag_key,special,loot_key_gulag,200,0,0,hud_icon_loot_key_fortress,3,0,50,8457,,,0
31,fuelAirstrike,killstreak,fuel_airstrike,400,0,0,hud_icon_killstreak_fuel_airstrike,4,0,50,,,,0
32,fulton,fieldupgrade,super_fulton,200,0,0,,1,0,50,9227,,,0
33,gasMask,special,gas_mask,200,0,0,hud_icon_equipment_gas_mask,1,0,50,65178,,,0
34,gasMaskMobile,special,wz_consumable_gas_mask,200,0,0,hud_icon_equipment_gas_mask,1,0,50,8400,,,0
35,gunshipStreak,killstreak,gunship,400,0,0,hud_icon_killstreak_gunship,4,0,50,,,,0
36,hoverJet,killstreak,hover_jet,400,0,0,hud_icon_killstreak_hover_jet,4,0,50,,,,0
37,jltvMgSpawn,special,veh9_jltv_mg,200,0,0,hud_icon_vehicle_jltv_mg,1,0,50,35266,,,0
38,juggStreak,killstreak,juggernaut,400,0,0,hud_icon_killstreak_juggernaut,4,0,50,80968,,,0
39,longerCaptureTime,special,longer_capture_time,200,0,0,ui_mp_br_loot_icon_truckwar_repair,1,0,50,,,,0
40,mkilo3Comm,weapon,brloot_weapon_lm_mkilo3_comm,999,0,0,icon_weapon_lm_mkilo3,1,0,50,1053,,,0
41,mpapa7Leg,weapon,brloot_weapon_sm_mpapa7_lege,999,0,0,icon_weapon_sm_mpapa7,1,0,50,1037,,,0
42,pacSentry,killstreak,pac_sentry,400,0,0,hud_icon_killstreak_wheelson,4,0,50,,,,0
43,precisionAirstrike,killstreak,precision_airstrike,400,0,0,cer_ui_image_equipment_br_air_fighter,4,0,50,80969,,,0
44,reconDrone,fieldupgrade,super_recon_drone,200,0,0,hud_icon_fieldupgrade_drone_recon,1,0,50,80401,,,0
45,redeploy,special,redeploy,200,0,0,hud_icon_loot_revive,1,0,50,,,,0
46,researchUpgradeDefense,special,research_upgrade_defense,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
47,researchUpgradeUAV,special,research_upgrade_uav,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
48,researchUpgradeVehicle,special,research_upgrade_vehicle,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
49,respawnToken,special,respawn_token,200,0,0,hud_icon_loot_revive,2,0,50,65176,,,0
50,reviveToken,special,self_revive_token,200,0,0,hud_icon_loot_revive,1,0,50,65180,,,0
51,reviveTokenMobile,special,wz_consumable_self_revive,200,0,0,hud_icon_loot_revive,1,0,50,8548,,,0
52,riskTurret,special,risk_turret,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
53,romeo870Comm,weapon,brloot_weapon_sh_romeo870_comm,999,0,0,icon_weapon_sh_romeo870,1,0,50,37,,,0
54,sbetaLege,weapon,brloot_weapon_sn_sbeta_lege,999,0,0,ui_loot_weapon_sn_alpha50_v9,1,0,50,1062,,,0
55,scharlieLeg,weapon,brloot_weapon_ar_scharlie_rare,999,0,0,icon_weapon_ar_scharlie,1,0,50,1123,,,0
56,scramblerDrone,killstreak,scrambler_drone_guard,400,0,0,hud_icon_killstreak_cuav,4,0,50,30740,,,0
57,skydiveRedeploy,special,skydive_redeploy,200,0,0,hud_icon_loot_revive,1,0,50,,,,0
58,specialty_covert_ops,perk,specialty_covert_ops,150,0,0,iw9_icon_perk_covert_ops,6,0,50,,,,0
59,specialty_eod,perk,specialty_eod,150,0,0,iw9_icon_perk_eod,6,0,50,,,,0
60,specialty_extra_shrapnel,perk,specialty_extra_shrapnel,150,0,0,iw9_icon_perk_shrapnel,6,0,50,,,,0
61,specialty_extra_tactical,perk,specialty_extra_tactical,150,0,0,iw9_icon_perk_extra_tactical,6,0,50,,,,0
62,specialty_focus,perk,specialty_focus,150,0,0,iw9_icon_perk_focus,6,0,50,,,,0
63,specialty_grenade_expert,perk,specialty_grenade_expert,150,0,0,iw9_icon_perk_pitcher,6,0,50,,,,0
64,specialty_guerrilla,perk,specialty_guerrilla,150,0,0,iw9_icon_perk_guerilla,6,0,50,,,,0
65,specialty_hardline,perk,specialty_hardline,150,0,0,iw9_icon_perk_hardline,6,0,50,,,,0
66,specialty_heavy_metal,perk,specialty_heavy_metal,150,0,0,iw9_icon_perk_heavy_metal,6,0,50,,,,0
67,specialty_huntmaster,perk,specialty_huntmaster,150,0,0,iw9_icon_perk_tracker,6,0,50,,,,0
68,specialty_hustle,perk,specialty_hustle,150,0,0,iw9_icon_perk_hustle,6,0,50,,,,0
69,specialty_quick_fix,perk,specialty_quick_fix,150,0,0,iw9_icon_perk_quick_fix,6,0,50,,,,0
70,specialty_restock,perk,specialty_restock,150,0,0,iw9_icon_perk_restock,6,0,50,,,,0
71,specialty_scavenger_plus,perk,specialty_scavenger_plus,150,0,0,iw9_icon_perk_scavenger,6,0,50,,,,0
72,specialty_strategist,perk,specialty_strategist,150,0,0,icon_perk_slot_pointman_ui,6,0,50,,,,0
73,specialty_surveillance,perk,specialty_surveillance,150,0,0,iw9_icon_perk_surveillance,6,0,50,,,,0
74,specialty_tac_resist,perk,specialty_tac_resist,150,0,0,iw9_icon_perk_tac_resist,6,0,50,,,,0
75,specialty_tactical_recon,perk,specialty_tactical_recon,150,0,0,iw9_icon_perk_tactical_recon,6,0,50,,,,0
76,specialty_third_person,perk,specialty_third_person,150,0,0,icon_perk_slot_third_person_ui,6,0,50,,,,0
77,specialty_tune_up,perk,specialty_tune_up,150,0,0,iw9_icon_perk_tune_up,6,0,50,,,,0
78,specialty_warhead,perk,specialty_warhead,150,0,0,iw9_icon_perk_warhead,6,0,50,,,,0
79,super_ammo_drop,fieldupgrade,super_ammo_drop,200,0,0,hud_icon_fieldupgrade_ammo_box,3,0,50,30689,,,0
80,super_armor_drop,fieldupgrade,super_armor_drop,200,0,0,hud_icon_fieldupgrade_armor_box,3,0,50,80990,,,0
81,super_balloon_extract,fieldupgrade,super_balloon_extract,200,0,0,ui_mp_br_loot_icon_plunder_extract_balloon,1,0,50,81008,,,0
82,super_battlerage,equipment,equip_battlerage,290,0,0,hud_icon_fieldupgrade_battle_rage,3,0,50,27294,,,0
83,super_blastshield_drop,fieldupgrade,super_blastshield_drop,165,0,0,hud_icon_equipment_blastshield_box,3,0,50,,,,0
84,super_deadsilence,fieldupgrade,super_deadsilence,290,0,0,hud_icon_fieldupgrade_deadsilence,3,0,50,80388,,,0
85,super_emp_pulse,fieldupgrade,super_emp_pulse,200,0,0,hud_icon_fieldupgrade_emp,3,0,50,80391,,,0
86,super_recon_drone,fieldupgrade,super_recon_drone,200,0,0,hud_icon_fieldupgrade_drone_recon,3,0,50,80401,,,0
87,super_sonar_pulse,fieldupgrade,super_sonar_pulse,140,0,0,hud_icon_fieldupgrade_sonar_pulse,3,0,50,80404,,,0
88,super_sound_veil,fieldupgrade,super_sound_veil,200,0,0,hud_icon_fieldupgrade_sound_veil,3,0,50,27304,,,0
89,super_stimpistol,fieldupgrade,super_stimpistol,240,0,0,hud_icon_fieldupgrade_stim_pistol,3,0,50,27301,,,0
90,super_suppression_rounds,fieldupgrade,super_suppression_rounds,240,0,0,hud_icon_fieldupgrade_apr,3,0,50,9243,,,0
91,super_tac_camera,fieldupgrade,super_tac_camera,165,0,0,hud_icon_fieldupgrade_tac_cam,3,0,50,27293,,,0
92,super_tac_cover,fieldupgrade,super_tac_cover,165,0,0,hud_icon_equipment_tac_cover,3,0,50,80405,,,0
93,super_tac_insert,fieldupgrade,super_tac_insert,240,0,0,hud_icon_fieldupgrade_tac_insert,3,0,50,,,,0
94,super_trophy,fieldupgrade,super_trophy,165,0,0,hud_icon_fieldupgrade_trophy,3,0,50,80409,,,0
95,super_weapon_drop,fieldupgrade,super_weapon_drop,200,0,0,hud_icon_fieldupgrade_weapon_drop,3,0,50,,,,0
96,supplyDrop,special,supply_drop,200,0,0,hud_icon_fieldupgrade_loadout_drop,1,0,50,9231,,,0
97,supportBox,fieldupgrade,super_support_box,200,0,0,,3,0,50,,,,0
98,tacInsert,fieldupgrade,super_tac_insert,240,0,0,,3,0,50,,,,0
99,tacRover,vehicle,tac_rover,999,0,0,,5,0,50,,,,0
100,teamReviver,teamrevive,teamrevive,400,0,0,hud_icon_loot_revive,2,0,50,16662,,,0
101,timerSkip,special,timer_skip,200,0,0,hud_icon_killstreak_death_switch,1,0,50,,,,0
102,tomaStrike,killstreak,toma_strike,575,0,0,hud_icon_killstreak_tomastrike,4,0,50,30741,,,0
103,uavPing,special,uav_ping,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
104,uavPingDuration,special,uav_ping_duration,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
105,uavPingGlobal,special,uav_ping_global,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
106,uavPingRadius,special,uav_ping_radius,200,0,0,ui_mp_br_loot_icon_truckwar_radar,1,0,50,,,,0
107,uavStreak,killstreak,uav,400,0,0,cer_ui_image_equipment_br_uav,4,0,50,30738,,,0
108,vehAPCAmmo,special,vehicle_apc_improved_ammo,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
109,vehDefenseT1,special,vehicle_defense_tier_1,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
110,vehDefenseT2,special,vehicle_defense_tier_2,200,0,0,hud_icon_loot_armor_plate,1,0,50,,,,0
111,vehicleRefillTrophy,special,vehicle_refill_trophy,200,0,0,ui_mp_br_loot_icon_truckwar_trophy,5,0,50,,,,0
112,vehicleRepair,special,vehicle_repair,200,0,0,ui_mp_br_loot_icon_truckwar_repair,5,0,50,,,,0
113,vehicleReplace,special,vehicle_replace,200,0,0,ui_mp_br_loot_icon_truckwar_redeploy,5,0,50,,,,0
114,vehicleUpgradeArmor,special,vehicle_upgrade_armor,200,0,0,ui_mp_br_loot_icon_truckwar_armor,5,0,50,,,,0
115,vehicleUpgradeBarrel,special,vehicle_upgrade_barrel,200,0,0,ui_mp_br_loot_icon_truckwar_barrel,5,0,50,,,,0
116,vehicleUpgradeTrophy,special,vehicle_upgrade_trophy,200,0,0,ui_mp_br_loot_icon_truckwar_trophy,5,0,50,,,,0
117,vehicleUpgradeUAV,special,vehicle_upgrade_uav,200,0,0,ui_mp_br_loot_icon_truckwar_radar,5,0,50,,,,0
118,brloot_armor_plate,special,equip_armorplate,30,0,0,hud_icon_loot_armor_plate,3,0,50,63563,,,0
119,brloot_backpack_large,special,brloot_backpack_large,240,0,0,hud_icon_loot_backpack_large,3,0,50,8372,,,0
120,brloot_backpack_medium,special,brloot_backpack_medium,165,0,0,hud_icon_loot_backpack_medium,3,0,50,8372,,,0
121,brloot_equip_gasmask,special,wz_consumable_gas_mask,165,0,0,hud_icon_equipment_gas_mask,3,0,50,65178,,,0
122,brloot_equip_gasmask_durable,special,wz_consumable_gas_mask_durable,290,0,0,hud_icon_equipment_gas_mask_durable,3,0,50,65179,,,0
123,brloot_health_adrenaline,equipment,equip_adrenaline,40,0,0,hud_icon_equipment_stim,3,0,50,30585,,,0
124,brloot_killstreak_circle_peek,killstreak,circle_peek,240,0,0,jup_hud_icon_killstreak_circle_peek,3,0,50,80966,,,0
125,brloot_killstreak_shieldturret,killstreak,manual_turret,400,0,0,hud_icon_killstreak_turret,3,0,50,,,,0
126,brloot_offhand_landmine,equipment,equip_landmine,50,0,0,cer_ui_image_equipment_br_landmine,3,0,50,80396,,,0
127,brloot_offhand_spycam,equipment,equip_spycam,60,0,0,cer_ui_image_equipment_br_spycamera,3,0,50,30592,,,0
128,brloot_offhand_c4,equipment,equip_c4,70,0,0,hud_icon_equipment_c4,3,0,50,30579,,,0
129,brloot_offhand_claymore,equipment,equip_claymore,70,0,0,hud_icon_equipment_claymore,3,0,50,80411,,,0
130,brloot_offhand_concussion,equipment,equip_concussion,40,0,0,hud_icon_equipment_stun,3,0,50,30583,,,0
131,brloot_offhand_decoy,equipment,equip_decoy,60,0,0,hud_icon_equipment_decoy,3,0,50,30586,,,0
132,brloot_offhand_deployed_decoy,fieldupgrade,super_deployed_decoy,200,0,0,hud_icon_fieldupgrade_inflatable_decoy,3,0,50,27298,EQUIPMENT/DEPLOYED_DECOY_DESC_GAMEPAD,,0
133,brloot_offhand_flash,equipment,equip_flash,40,0,0,hud_icon_equipment_flash,3,0,50,30582,,,0
134,brloot_offhand_frag,equipment,equip_frag,50,0,0,hud_icon_equipment_frag,3,0,50,30578,,,0
135,brloot_offhand_gas,equipment,equip_gas_grenade,40,0,0,hud_icon_equipment_gas,3,0,50,80392,,,0
136,brloot_offhand_geigercounter,equipment,equip_geigercounter,50,0,0,hud_icon_equipment_geiger,3,0,50,9106,,,0
137,brloot_super_heartbeatsensor,fieldupgrade,super_hb_sensor,200,0,0,hud_icon_equipment_hb_sensor,3,0,50,60639,,,0
138,brloot_offhand_molotov,equipment,equip_molotov,35,0,0,hud_icon_equipment_molotov,3,0,50,30580,,,0
139,brloot_offhand_semtex,equipment,equip_semtex,70,0,0,hud_icon_equipment_semtex,3,0,50,30581,,,0
140,brloot_offhand_shockstick,equipment,equip_shockstick,60,0,0,hud_icon_equipment_shock_stick,3,0,50,30588,,,0
141,brloot_offhand_smoke,equipment,equip_smoke,25,0,0,hud_icon_equipment_smoke,3,0,50,30584,,,0
142,brloot_offhand_snapshot,equipment,equip_snapshot_grenade,40,0,0,hud_icon_equipment_snapshot,3,0,50,80403,,,0
143,brloot_offhand_thermite,equipment,equip_thermite,50,0,0,hud_icon_equipment_thermite,3,0,50,27261,,,0
144,brloot_offhand_throwingknife,equipment,equip_throwing_knife,50,0,0,hud_icon_equipment_throwing_knife,3,0,50,80408,,,0
145,brloot_offhand_throwingknife_fire,equipment,equip_throwing_knife_fire,60,0,0,hud_icon_equipment_throwing_knife,3,0,50,9109,,,0
146,brloot_plate_carrier_3,special,brloot_plate_carrier_3,140,0,0,hud_icon_loot_armor_heavy,3,0,50,8410,,,0
147,brloot_self_revive,special,wz_consumable_self_revive,400,0,0,hud_icon_loot_revive,3,0,50,65180,,,0
149,brloot_offhand_bunkerbuster,equipment,equip_bunkerbuster,50,0,0,hud_icon_equipment_bunker_buster,3,0,50,30589,,,0
150,uavStreak_bonus,killstreak,uav,400,0,0,hud_icon_killstreak_uav,4,0,50,30738,,,0
151,brloot_plate_carrier_2,special,brloot_plate_carrier_2,140,0,0,hud_icon_loot_armor_medium,3,0,50,8554,,,0
152,loot_key_fortress,special,loot_key_fortress,200,0,0,hud_icon_loot_keycard_stronghold_01,3,0,50,8557,,,0
153,brloot_weapon_ar_golf3_rare,weapon,brloot_weapon_ar_golf3_rare,999,0,0,hud_icon_weapon_ar_golf3,1,0,50,11339,,,0
154,brloot_weapon_br_soscar14_rare,weapon,brloot_weapon_br_soscar14_rare,999,0,0,hud_icon_weapon_br_soscar14,1,0,50,11336,,,0
155,brloot_weapon_dm_sbeta_epic,weapon,brloot_weapon_dm_sbeta_epic,999,0,0,hud_icon_weapon_dm_sbeta,1,0,50,11329,,,0
156,brloot_weapon_dm_scromeo_unco,weapon,brloot_weapon_dm_scromeo_unco,999,0,0,hud_icon_weapon_dm_scromeo,1,0,50,11312,,,0
157,brloot_weapon_dm_la700_unco,weapon,brloot_weapon_dm_la700_unco,999,0,0,hud_icon_weapon_sn_la700,1,0,50,11348,,,0
158,brloot_weapon_dm_xmike2010_epic,weapon,brloot_weapon_dm_xmike2010_epic,999,0,0,hud_icon_weapon_sn_xmike2010,1,0,50,11340,,,0
159,brloot_weapon_sn_limax_comm,weapon,brloot_weapon_sn_limax_comm,999,0,0,hud_icon_weapon_sn_limax,1,0,50,11358,,,0
160,brloot_weapon_sn_mromeo_rare,weapon,brloot_weapon_sn_mromeo_rare,999,0,0,hud_icon_weapon_sn_mromeo,1,0,50,11317,,,0
161,brloot_weapon_sh_mbravo_unco,weapon,brloot_weapon_sh_mbravo_unco,999,0,0,hud_icon_weapon_sh_mbravo,1,0,50,11356,,,0
162,brloot_weapon_sh_mike1014_epic,weapon,brloot_weapon_sh_mike1014_epic,999,0,0,hud_icon_weapon_sh_mike1014,1,0,50,11366,,,0
163,brloot_weapon_sh_mviktor_rare,weapon,brloot_weapon_sh_mviktor_rare,999,0,0,hud_icon_weapon_sh_mviktor,1,0,50,11328,,,0
164,brloot_weapon_pi_swhiskey_epic,weapon,brloot_weapon_pi_swhiskey_epic,999,0,0,hud_icon_weapon_pi_swhiskey,1,0,50,11367,,,0
165,brloot_weapon_lm_ahotel_unco,weapon,brloot_weapon_lm_ahotel_unco,999,0,0,hud_icon_weapon_lm_ahotel,1,0,50,11318,,,0
166,brloot_weapon_lm_rkilo_rare,weapon,brloot_weapon_lm_rkilo_rare,999,0,0,hud_icon_weapon_lm_rkilo,1,0,50,11360,,,0
167,brloot_weapon_lm_slima_epic,weapon,brloot_weapon_lm_slima_epic,999,0,0,hud_icon_weapon_lm_slima,1,0,50,11314,,,0
168,brloot_weapon_ar_mike16_rare,weapon,brloot_weapon_ar_mike16_rare,999,0,0,hud_icon_weapon_ar_mike16,1,0,50,11325,,,0
169,brloot_weapon_ar_akilo105_epic,weapon,brloot_weapon_ar_akilo105_epic,999,0,0,hud_icon_weapon_ar_akilo105,1,0,50,11323,,,0
170,brloot_weapon_sm_alpha57_rare,weapon,brloot_weapon_sm_alpha57_rare,999,0,0,hud_icon_weapon_sm_alpha57,1,0,50,11365,,,0
171,brloot_weapon_sm_aviktor_epic,weapon,brloot_weapon_sm_aviktor_epic,999,0,0,hud_icon_weapon_sm_aviktor,1,0,50,11364,,,0
172,brloot_weapon_sm_beta_unco,weapon,brloot_weapon_sm_beta_unco,999,0,0,hud_icon_weapon_sm_beta,1,0,50,11341,,,0
173,brloot_weapon_sm_victor_rare,weapon,brloot_weapon_sm_victor_rare,999,0,0,hud_icon_weapon_sm_victor,1,0,50,11315,,,0
174,brloot_weapon_sm_papa90_rare,weapon,brloot_weapon_sm_papa90_rare,999,0,0,hud_icon_weapon_sm_papa90,1,0,50,11374,,,0
175,brloot_weapon_ar_schotel_epic,weapon,brloot_weapon_ar_schotel_epic,999,0,0,hud_icon_weapon_ar_schotel,1,0,50,11362,,,0
176,brloot_weapon_dm_mike14_lege,weapon,brloot_weapon_dm_mike14_lege,999,0,0,hud_icon_weapon_dm_mike14,1,0,50,11350,,,0
177,brloot_weapon_pi_decho_lege,weapon,brloot_weapon_pi_decho_lege,999,0,0,hud_icon_weapon_pi_decho,1,0,50,11324,,,0
178,brloot_weapon_lm_kilo21_lege,weapon,brloot_weapon_lm_kilo21_lege,999,0,0,hud_icon_weapon_lm_kilo21,1,0,50,11342,,,0
179,brloot_weapon_ar_mike4_lege,weapon,brloot_weapon_ar_mike4_lege,999,0,0,hud_icon_weapon_ar_mike4,1,0,50,11354,,,0
180,brloot_weapon_sm_victor_lege,weapon,brloot_weapon_sm_victor_lege,999,0,0,hud_icon_weapon_sm_victor,1,0,50,11315,,,0
181,loot_key_civic_center,special,loot_key_civic_center,2000,0,0,hud_icon_loot_key_civic_center_pristine,3,0,50,10478,,,0
182,loot_key_embassy,special,loot_key_embassy,2000,0,0,hud_icon_loot_key_embassy_pristine,3,0,50,10464,,,0
183,loot_key_fort,special,loot_key_fort,2000,0,0,hud_icon_loot_key_fort_pristine,3,0,50,10514,,,0
184,loot_key_sira_mall,special,loot_key_sira_mall,2000,0,0,hud_icon_loot_key_mall_pristine,3,0,50,10463,,,0
185,loot_key_police_academy,special,loot_key_police_academy,2000,0,0,hud_icon_loot_key_police_station_pristine,3,0,50,10508,,,0
186,loot_key_post_office_stronghold,special,loot_key_post_office_stronghold,2000,0,0,hud_icon_loot_key_post_office_pristine,3,0,50,10520,,,0
187,loot_key_control_tower,special,loot_key_control_tower,2000,0,0,hud_icon_loot_key_tower_pristine,3,0,50,10453,,,0
188,loot_key_exhume_warehouse,special,loot_key_exhume_warehouse,2000,0,0,hud_icon_loot_key_warehouse_pristine,3,0,50,10467,,,0
189,loot_key_gold_door,special,loot_key_gold_door,2000,0,0,ui_mp_br_loot_icon_keycard,3,0,50,9072,,,0
190,brloot_redeploy_token,special,brloot_redeploy_token,600,0,0,hud_icon_status_respawn,3,0,50,65176,,,0
191,brloot_gulag_token,special,wz_consumable_gulag_token,600,0,0,ui_mp_br_player_status_token_gulag,3,0,50,65175,,,0
192,supplyDropBR,special,super_supply_drop,3200,0,0,hud_icon_fieldupgrade_loadout_drop,1,0,0,81003,,,0
193,brloot_plunder_extract,fieldupgrade,super_fulton,200,0,0,ui_mp_br_loot_icon_plunder_extract_balloon_pig,3,0,50,81006,,,0
194,brloot_super_reinforcement_flare,fieldupgrade,super_reinforcement_flare,500,0,0,hud_icon_fieldupgrade_reinforcement_flare,1,0,50,80402,,,0
195,brloot_super_personal_redeploy_drone,fieldupgrade,super_personal_redeploy_drone,200,0,0,hud_icon_fieldupgrade_personal_redeploy,1,0,50,80399,,,0
196,brloot_credit_card,persistent,credit_card,100,0,0,hud_icon_shop_credit,1,0,50,0,,,0
197,brloot_life_insurance,persistent,life_insurance,400,0,0,hud_icon_shop_insurance,1,0,50,0,,,0
199,dmz_exfil_personal,special,dmz_exfil_personal,200,0,0,hud_icon_shop_personal_exfil,3,0,50,24141,,,0
200,brloot_offhand_deconstation,fieldupgrade,super_decon_station,400,0,0,hud_icon_fieldupgrade_decontamination,4,0,50,80389,,,0
201,brloot_perkpack_demolitionist_br,perkpackage,brloot_perkpack_demolitionist_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19478,,,0
202,brloot_perkpack_swat_br,perkpackage,brloot_perkpack_swat_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19479,,,0
203,brloot_perkpack_reserves_br,perkpackage,brloot_perkpack_reserves_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19480,,,0
204,brloot_perkpack_insurgent_br,perkpackage,brloot_perkpack_insurgent_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19481,,,0
205,brloot_perkpack_beret_br,perkpackage,brloot_perkpack_beret_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19482,,,0
206,brloot_perkpack_recon_br,perkpackage,brloot_perkpack_recon_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19483,,,0
207,brloot_perkpack_scout_br,perkpackage,brloot_perkpack_scout_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19484,,,0
208,brloot_perkpack_sentinel_br,perkpackage,brloot_perkpack_sentinel_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19485,,,0
209,brloot_perkpack_specter_br,perkpackage,brloot_perkpack_specter_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19486,,,0
210,brloot_perkpack_vanguard_br,perkpackage,brloot_perkpack_vanguard_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19487,,,0
211,brloot_perkpack_warden_br,perkpackage,brloot_perkpack_warden_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19488,,,0
212,brloot_perkpack_weaponspecialist_br,perkpackage,brloot_perkpack_weaponspecialist_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19489,,,0
213,brloot_perkpack_commando_br,perkpackage,brloot_perkpack_commando_br,350,0,0,hud_icon_loot_perk_pack,7,0,50,19490,,,0
214,loot_key_biobunker_fortress,special,loot_key_biobunker_fortress,2000,0,0,hud_icon_loot_keycard_stronghold_01,3,0,50,29251,,,0
215,brloot_valuable_bunker_notes_epic,special,brloot_valuable_bunker_notes_epic,2000,0,0,hud_icon_loot_school_textbooks,3,0,50,28217,,,0
216,brloot_valuable_bunker_server_tape_epic,special,brloot_valuable_bunker_server_tape_epic,2000,0,0,hud_icon_loot_server_tape_03,3,0,50,28222,,,0
217,brloot_valuable_bunker_liquid_nitrogen,special,brloot_valuable_bunker_liquid_nitrogen,2000,0,0,hud_icon_loot_container_jug_green_dirty,3,0,50,28230,,,0
218,brloot_valuable_bunker_board_epic,special,brloot_valuable_bunker_board_epic,2000,0,0,hud_icon_loot_electric_components,3,0,50,28225,,,0
219,loot_key_biobunker_fortress_worn,special,loot_key_biobunker_fortress,2000,0,0,hud_icon_loot_keycard_stronghold_01,3,0,50,29253,,,0
220,uavStreak_bigmap,killstreak,uav_bigmap,400,0,0,cer_ui_image_equipment_br_uav,4,0,50,30738,,,0
221,uavStreak_bigmap_bonus,killstreak,uav_bigmap,400,0,0,cer_ui_image_equipment_br_uav,4,0,50,30738,,,0
