3909,iw9_ch_daily_p2_weapon_kills_pistol_hs,0,0,2,4500,,2,,,,,8,
3995,iw9_ch_daily_p2_weapon_kills_sniper,0,0,5,4500,,2,,,,,9,
616,iw9_ch_daily_p2_weapon_kills_sniper_hs,0,0,3,4500,,2,,,,,10,
3892,iw9_ch_daily_p2_weapon_kills_battle_riffle,0,0,5,4500,,2,,,,,11,
3842,iw9_ch_daily_p2_weapon_kills_battle_riffle_hs,0,0,3,4500,,2,,,,,12,
387,iw9_ch_daily_p2_weapon_kills_launcher,0,0,2,4500,,2,,,,,13,
409,iw9_ch_daily_p2_weapon_kills_lm,0,0,5,4500,,2,,,,,14,
936,iw9_ch_daily_p2_weapon_kills_lm_hs,0,0,3,4500,,2,,,,,15,
2008,iw9_ch_daily_p3_fieldupgrade_kills_using_dead_silence,0,0,3,4500,,3,,,,,1,
204,iw9_ch_daily_p3_humiliations_kills_melee,0,0,3,4500,,3,,,,,7,
4096,iw9_ch_daily_p3_humiliations_finishing_move,0,0,3,4500,,3,,,,,8,
774,iw9_ch_daily_p3_lethals_kills_frag,0,0,3,4500,,3,,,,,18,
138,iw9_ch_daily_p3_lethals_kills_semtex,0,0,3,4500,,3,,,,,19,
1797,iw9_ch_daily_p3_lethals_kills_claymore,0,0,3,4500,,3,,,,,21,
780,iw9_ch_daily_p3_lethals_kills_throwing_knife,0,0,3,4500,,3,,,,,22,
47,iw9_ch_daily_p3_lethals_knife_proximity_mine,0,0,3,4500,,3,,,,,23,
3867,iw9_ch_daily_p3_perks_kills_using_battle_hardened,0,0,3,4500,,3,,,,,34,
3890,iw9_ch_daily_p3_tacticals_blind_flash_grenade,0,0,3,4500,,3,,,,,38,
30,iw9_ch_daily_p3_tacticals_spot_snapshot_grenade,0,0,3,4500,,3,,,,,40,
146,iw9_ch_daily_p1_general_assists,0,0,10,4500,,1,,,,,20,
652,iw9_ch_daily_p1_general_killstreak_3,0,0,2,4500,,1,,,,,21,
362,iw9_ch_daily_p2_weapon_kills_dmr,0,0,5,4500,,2,,,,,16,
773,iw9_ch_daily_p2_weapon_kills_dmr_hs,0,0,3,4500,,2,,,,,17,
2949,iw9_ch_daily_p3_fieldupgrade_use_field_upgrade,0,0,5,4500,,3,,,,,41,
1763,iw9_ch_daily_p3_fieldupgrade_kills_battle_rage,0,0,2,4500,,3,,,,,43,
958,iw9_ch_daily_p3_killstreaks_use_killstreak,0,0,2,4500,,3,,,,,46,
726,iw9_ch_daily_p3_lethals_kills_drill_charge,0,0,1,4500,,3,,,,,47,
771,iw9_ch_daily_p3_lethals_kills_c4,0,0,1,4500,,3,,,,,48,
402,iw9_ch_daily_p3_lethals_kills_thermite,0,0,1,4500,,3,,,,,49,
3072,iw9_ch_daily_p3_perks_kills_using_overkill_secondary_weapon,0,0,5,4500,,3,,,,,56,
2746,iw9_ch_daily_p3_perks_kills_using_double_time,0,0,10,4500,,3,,,,,57,
4015,iw9_ch_daily_p3_perks_kills_using_scavenger,0,0,10,4500,,3,,,,,59,
2911,iw9_ch_daily_p3_perks_kills_using_tracker,0,0,10,4500,,3,,,,,61,
3983,iw9_ch_daily_p3_tacticals_injure_gas_grenade,0,0,5,4500,,3,,,,,63,
306,iw9_ch_daily_p6_fieldupgrade_kills_using_dead_silence,0,0,3,15000,,6,,,,,1,
2655,iw9_ch_daily_p6_humiliations_kills_melee,0,0,3,15000,,6,,,,,7,
989,iw9_ch_daily_p6_humiliations_finishing_move,0,0,3,15000,,6,,,,,8,
3902,iw9_ch_daily_p6_lethals_kills_frag,0,0,3,15000,,6,,,,,18,
3134,iw9_ch_daily_p6_lethals_kills_semtex,0,0,3,15000,,6,,,,,19,
3948,iw9_ch_daily_p6_lethals_kills_claymore,0,0,3,15000,,6,,,,,21,
3814,iw9_ch_daily_p6_lethals_kills_throwing_knife,0,0,3,15000,,6,,,,,22,
3077,iw9_ch_daily_p6_lethals_knife_proximity_mine,0,0,3,15000,,6,,,,,23,
3045,iw9_ch_daily_p6_perks_kills_using_battle_hardened,0,0,3,15000,,6,,,,,34,
3870,iw9_ch_daily_p6_tacticals_blind_flash_grenade,0,0,3,15000,,6,,,,,38,
4057,iw9_ch_daily_p6_tacticals_spot_snapshot_grenade,0,0,3,15000,,6,,,,,40,
3986,iw9_ch_daily_p6_fieldupgrade_use_field_upgrade,0,0,5,15000,,6,,,,,41,
4116,iw9_ch_daily_p6_fieldupgrade_kills_battle_rage,0,0,2,15000,,6,,,,,43,
1824,iw9_ch_daily_p6_killstreaks_use_killstreak,0,0,2,15000,,6,,,,,46,
1919,iw9_ch_daily_p6_lethals_kills_drill_charge,0,0,1,15000,,6,,,,,47,
2919,iw9_ch_daily_p6_lethals_kills,0,0,1,15000,,6,,,,,48,
3117,iw9_ch_daily_p6_lethals_kills_thermite,0,0,1,15000,,6,,,,,49,
1035,iw9_ch_daily_p6_perks_kills_using_overkill_secondary_weapon,0,0,5,15000,,6,,,,,56,
1988,iw9_ch_daily_p6_perks_kills_using_double_time,0,0,10,15000,,6,,,,,57,
3878,iw9_ch_daily_p6_perks_kills_using_scavenger,0,0,10,15000,,6,,,,,59,
842,iw9_ch_daily_p6_perks_kills_using_tracker,0,0,10,15000,,6,,,,,61,
102,iw9_ch_daily_p6_tacticals_injure_gas_grenade,0,0,5,15000,,6,,,,,63,
2868,iw9_ch_daily_p4_general_kills,0,0,30,15000,,5,,,,,1,
544,iw9_ch_daily_p4_general_longshot_kills,0,0,8,15000,,5,,,,,2,
2818,iw9_ch_daily_p4_general_wins,0,0,2,15000,,5,,,,,3,
2711,iw9_ch_daily_p4_general_kills_crouched,0,0,5,15000,,5,,,,,4,
2793,iw9_ch_daily_p4_general_headshots,0,0,8,15000,,5,,,,,5,
582,iw9_ch_daily_p4_general_kills_mounted,0,0,5,15000,,5,,,,,7,
2855,iw9_ch_daily_p4_general_kills_point_blank,0,0,8,15000,,5,,,,,8,
2664,iw9_ch_daily_p4_general_kills_kingslayer,0,0,5,15000,,5,,,,,9,
46,iw9_ch_daily_p4_general_kills_secondary_weapon,0,0,5,15000,,5,,,,,10,
3033,iw9_ch_daily_p4_general_kills_recent_enemy,0,0,3,15000,,5,,,,,11,
1083,iw9_ch_daily_p4_general_shut_down_killstreaks,0,0,3,15000,,5,,,,,12,
451,iw9_ch_daily_p4_general_double_kills,0,0,2,15000,,5,,,,,13,
2891,iw9_ch_daily_p4_general_kills_low_health,0,0,3,15000,,5,,,,,14,
692,iw9_ch_daily_p4_general_headshots_secondary_weapon,0,0,2,15000,,5,,,,,15,
165,iw9_ch_daily_p4_general_kills_hipfire,0,0,3,15000,,5,,,,,16,
347,iw9_ch_daily_p4_general_kills_1s1k,0,0,2,15000,,5,,,,,17,
3113,iw9_ch_daily_p4_general_kills_lethal,0,0,2,15000,,5,,,,,18,
4123,iw9_ch_daily_p4_general_kills_ads,0,0,20,15000,,5,,,,,19,
953,iw9_compound_iw9_ae_kind_daily_1,0,0,1,15000,,4,,,,,1,2868|1824
79,iw9_compound_iw9_ae_kind_daily_2,0,0,1,15000,,4,,,,,2,544|3134
679,iw9_compound_iw9_ae_kind_daily_3,0,0,1,15000,,4,,,,,3,2711|3902
1760,iw9_compound_iw9_ae_kind_daily_4,0,0,1,15000,,4,,,,,4,2793|3948
757,iw9_compound_iw9_ae_kind_daily_5,0,0,1,15000,,4,,,,,5,582|1035
683,iw9_compound_iw9_ae_kind_daily_6,0,0,1,15000,,4,,,,,6,2855|3878
1874,iw9_compound_iw9_ae_kind_daily_7,0,0,1,15000,,4,,,,,7,2664|3045
348,iw9_compound_iw9_ae_kind_daily_8,0,0,1,15000,,4,,,,,8,692|4116
3083,iw9_compound_iw9_ae_kind_daily_9,0,0,1,15000,,4,,,,,9,3033|842
2841,iw9_compound_iw9_ae_kind_daily_10,0,0,1,15000,,4,,,,,10,1083|3077
349,iw9_compound_iw9_ae_kind_daily_11,0,0,1,15000,,4,,,,,11,451|3986
405,iw9_compound_iw9_ae_kind_daily_13,0,0,1,15000,,4,,,,,13,692|4116
1785,iw9_compound_iw9_ae_kind_daily_14,0,0,1,15000,,4,,,,,14,165|306
313,iw9_compound_iw9_ae_kind_daily_15,0,0,1,15000,,4,,,,,15,347|1988
2723,iw9_compound_iw9_ae_kind_daily_16,0,0,1,15000,,4,,,,,16,3113|4057
1119,iw9_compound_iw9_ae_kind_daily_17,0,0,1,15000,,4,,,,,17,4123|3814
2014,iw9_compound_iw9_ae_kind_daily_18,0,0,1,15000,,4,,,,,18,2868|3117
2826,iw9_compound_iw9_ae_kind_daily_19,0,0,1,15000,,4,,,,,19,2868|3870
416,iw9_compound_iw9_ae_kind_daily_20,0,0,1,15000,,4,,,,,20,2868|102
