ui_br_ai_gulag_end_score,1,,c,i,-1,-1,67108863,,,,,1,,0,,,
ui_br_ai_gulag_end_score_best,1,,c,i,-1,-1,67108863,,,,,1,,0,,,
ui_br_ai_gulag_player_state,1,,c,i,0,0,255,,,,,1,,0,,,
ui_br_twotwo_gulag_player_state,1,,c,i,-1,-1,511,,,,,1,,0,,,
ui_br_gulag_named_arena,1,,c,i,0,0,15,,,,,1,,0,,,
ui_br_gulag_event,1,,c,i,0,0,15,,,,,1,,0,,,
ui_br_special_item_acquired,1,,c,i,0,0,255,,,,,1,,0,,,
ui_br_multi_circle_player_count,1,,g,a,0,,,,,,,,,0,,,
ui_br_multi_circle_player_data,1,,c,i,0,0,15,,,,,1,,0,,,
ui_br_multi_circle_team_count,1,,g,a,0,,,,,,,,,0,,,
ui_br_interrogation_signal_valid,1,,c,i,1,0,1,,,,,,,0,,,
ui_br_elite_arrow_mission_data,1,,c,a,0,0,131071,,,,,1,,0,,,
ui_br_elite_arrow_element_data,1,,c,a,0,0,134217727,,,,,1,,0,,,
ui_br_elite_arrow_mission_players,1,,c,a,0,0,4294967295,,,,,1,,0,,,
ui_br_elite_quest_chain_progress,1,,c,i,0,0,255,,,,,1,,0,,,
ui_br_elite_quest_chain_status,1,,c,i,0,0,3,,,,,1,,0,,,
ui_geigercounter_meter,1,1,c,f,0,0,1,1,,,,,,0,,,
ui_geigercounter_type,1,1,c,i,0,0,5,,,,,,,0,,,
ui_vault_code_known_digits,1,,c,a,0,,,,,,,,,0,,,
ui_backpack_small,1,,c,b,1,0,1,,,,,,,0,,,
ui_br_pe_meter_data,1,,g,i,0,0,262143,,,,,,,0,,,
ui_br_twotwo_gulag_players,1,,c,a,0,,,,,,,1,,0,,,
ui_br_twotwo_gulag_players_state,1,,c,i,-1,-1,67108863,,,,,1,,0,,,
ui_br_twotwo_gulag_jailer_health,1,,c,i,100,0,100,,,,,1,,0,,,
ui_assimilation_disabled,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_using_killstreak,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_has_been_interrogated,1,,c,b,0,0,1,,,,,1,,0,,,
ui_br_interrogate_tracking_other_team,1,,c,b,0,0,1,,,,,1,,0,,,
ui_br_interrogate_team_is_being_tracked,1,,c,b,0,0,1,,,,,1,,0,,,
ui_br_timed_feature_end_time,1,,c,t,0,,,,,,,,,0,,,
ui_plea_for_help_data,1,,c,a,0,0,,,,,,,,0,,,
ui_plea_for_help_incoming_player_id,1,,c,i,-1,-1,200,,,,,,,0,,,
ui_plea_for_help_incoming_player_distance,1,,c,i,-1,-1,10,,,,,,,0,,,
ui_br_resurgence_respawn_enabled,1,,g,i,0,0,1,,,,,,,0,,,
ui_resurgence_respawn_end_time,1,,g,t,0,,,,,,,,,0,,,
ui_br_contract_cancellation_state,1,,c,i,0,0,63,,,,,1,,0,,,
ui_br_elite_arrow_aar_state,1,,c,i,0,0,3,,,,,,,0,,,
ui_dmz_biolab_show_countdown,1,,c,b,0,0,1,,,,,,,0,,,
ui_dmz_biolab_countdown,1,,c,i,0,-1,80,,,,,,,0,,,
ui_dmz_biolab_countdown_desc_index,1,,c,i,0,0,3,,,,,,,0,,,
ui_mp_billboards_advertisement_data,1,0,g,a,0,0,,,,,,,,0,,,
ui_hard_drive_taken,1,,c,b,0,0,1,,,,,1,,0,,,
ui_league_play_br_leave_penalty_timer,1,,c,i,-1,-1,300000,,,,,,,0,,,
ui_league_play_br_can_leave_with_party,1,,c,b,1,0,1,,,,,,,0,,,
ui_leagueplay_allow_quit,1,,c,i,0,0,3,,,,,,,0,,,
ui_br_skillrank_widget_data,1,,c,a,-1,-1,268435455,,,,,,,0,,,
ui_br_skillrank_widget_hidden,1,,c,b,0,0,1,,,,,,,0,,,
vortex_wind_centerX,1,,g,f,0,-131072,131072,,,,,,,0,,,
vortex_wind_centerY,1,,g,f,0,-131072,131072,,,,,,,0,,,
vortex_wind_centerZ,1,,g,f,0,-131072,131072,,,,,,,0,,,
vortex_wind_inner_radius,1,,g,f,2000,0,5000,,,,,,,0,,,
vortex_wind_outer_radius,1,,g,f,5000,0,5000,,,,,,,0,,,
vortex_wind_min_height,1,,g,f,0,-50000,50000,,,,,,,0,,,
vortex_wind_max_height,1,,g,f,4000,-50000,50000,,,,,,,0,,,
vortex_wind_min_strength,1,,g,f,0,0,10000,,,,,,,0,,,
vortex_wind_max_strength,1,,g,f,0,0,10000,,,,,,,0,,,
vortex_wind_min_strength_vertical,1,,g,f,0.35,0,10000,,,,,,,0,,,
vortex_wind_max_strength_vertical,1,,g,f,1,0,10000,,,,,,,0,,,
ui_dmz_poi_difficulty_rating,1,,c,i,1,0,4,,,,,,,0,,,
plunder_model_updated,1,,g,b,0,0,1,,,,,,,0,,,
ui_br_roguesignal_progress,1,,c,i,0,-33554432,33554431,,,,,1,,0,,,
ui_br_roguesignal_progress_enemy1,1,,c,i,0,-33554432,33554431,,,,,1,,0,,,
ui_br_roguesignal_progress_enemy2,1,,c,i,0,-33554432,33554431,,,,,1,,0,,,
ui_br_roguesignal_position,1,,c,i,0,0,155,,,,,1,,0,,,
ui_br_roguesignal_threshold_position,1,,c,i,0,0,155,,,,,1,,0,,,
ui_br_roguesignal_active,1,,c,i,0,0,63,,,,,1,,0,,,
ui_br_roguesignal_threshold_score,1,,c,i,0,-33554432,33554431,,,,,1,,0,,,
ui_br_sv_game1,1,,g,i,0,0,2147483647,,,,,,,0,,,
ui_br_sv_game2,1,,g,a,0,0,,,,,,,,0,,,
ui_br_sv_game3,1,,g,a,0,0,,,,,,,,0,,,
ui_br_sv_client1,1,,c,i,0,0,31,,,,,,,0,,,
ui_br_sv_client2,1,,c,a,0,0,,,,,,,,0,,,
ui_br_sv_client3,1,,c,a,0,0,,,,,,,,0,,,
ui_dmz_map_to_map_prompt_visible,1,,c,i,1,0,1,,,,,,,0,,,
ui_dmz_dog_tag,1,,c,i,0,-1,4,,,,,,,0,,,
ui_immovable_note,1,,c,i,0,0,64,,,,,,,0,,,
ui_allies_team_size,1,,g,i,0,-1,200,,,,,,,0,,,
ui_axis_team_size,1,,g,i,0,-1,200,,,,,,,0,,,
ui_mgl_tac_camera_state,1,,c,i,0,0,2,,,,,,,0,,,
brloot_drone_part_a_jup,0,,c,a,0,0,2,,,,,,,0,,,
brloot_drone_part_b_jup,0,,c,a,0,0,1,,,,,,,0,,,
brloot_drone_part_c_jup,0,,c,a,0,0,1,,,,,,,0,,,
brloot_drone_part_d_jup,0,,c,a,0,0,1,,,,,,,0,,,
brloot_drone_part_e_jup,0,,c,a,0,0,1,,,,,,,0,,,
ui_powerup_splash_notify,1,,c,n,,,,,,,,,,0,,,
ui_powerup_splash,1,,c,i,0,0,32,,,,,,,0,,,
ui_combat_report_num_attackers,1,,c,i,0,0,7,,,,,,,0,,,
ui_combat_report_attacker_0,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_0,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_0,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_0,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_0,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_0,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_0,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_0,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_0,1,,c,i,0,0,15,,,,,,,0,,,
ui_combat_report_attacker_1,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_1,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_1,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_1,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_1,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_1,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_1,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_1,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_1,1,,c,i,0,0,15,,,,,,,0,,,
ui_combat_report_attacker_2,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_2,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_2,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_2,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_2,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_2,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_2,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_2,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_2,1,,c,i,0,0,15,,,,,,,0,,,
ui_combat_report_attacker_3,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_3,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_3,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_3,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_3,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_3,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_3,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_3,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_3,1,,c,i,0,0,15,,,,,,,0,,,
ui_combat_report_attacker_4,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_4,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_4,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_4,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_4,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_4,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_4,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_4,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_4,1,,c,i,0,0,15,,,,,,,0,,,
ui_combat_report_attacker_5,1,,c,e,,,,,,,,,,0,,,
ui_combat_report_weapon_lootid_5,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_combat_report_multi_weapon_5,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_5,1,,c,i,0,0,1023,,,,,,,0,,,
ui_combat_report_hits_5,1,,c,i,0,0,255,,,,,,,0,,,
ui_combat_report_downedby_5,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_killedby_5,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_friendly_5,1,,c,b,0,0,1,,,,,,,0,,,
ui_combat_report_damage_type_override_5,1,,c,i,0,0,15,,,,,,,0,,,
ui_armored_truck_status,1,,c,i,0,0,8191,,,,,1,,0,,,
ui_br_contract_plunder_mod,1,,c,f,1,0,,,,,,1,,0,,,
mgl_seasonal_event_data,1,,c,a,0,0,,,,,,,,0,,,
ui_br_self_revive_type,1,,c,i,0,0,1,,,,,,,0,,,
ui_disguise_awareness_state,1,,c,i,-1,-1,2,,,,,,,0,,,
ui_armored_truck_health,1,,c,f,0,0,1,,,,,1,,0,,,
ui_armored_truck_fuel,1,,c,f,0,0,1,,,,,1,,0,,,
ui_truckwar_trucks_remaining,1,,g,i,0,0,40,,,,,,,0,,,
ui_afk_warning,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_weapon_trader_data,1,,c,a,0,0,,,,,,1,,0,,,
ui_br_weapon_trader_loot_id_1,1,,c,i,0,0,2147483646,,,,,1,,0,,,
ui_br_weapon_trader_loot_id_2,1,,c,i,0,0,2147483646,,,,,1,,0,,,
ui_br_weapon_trader_loot_id_3,1,,c,i,0,0,2147483646,,,,,1,,0,,,
ui_br_weapon_trader_loot_id_4,1,,c,i,0,0,2147483646,,,,,1,,0,,,
ui_br_weapon_trader_weapon_loot_id,1,,c,i,0,0,2147483646,,,,,1,,0,,,
ui_biometric_scan_data,1,,c,a,0,0,,,,,,1,,0,,,
ui_biometric_scan_match_xp,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_biometric_scan_keycard_loot_id,1,,c,i,0,0,2147483647,,,,,,,0,,,
ui_toggle_third_person,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_bunker_doors_player_nearby,1,,c,i,0,0,13,,,,,,,0,,,
contractor_active,1,,g,i,0,0,1,,,,,,,0,,,
ui_br_area_denial,1,,c,i,0,0,1,,,,,,,0,,,
ui_damage_intensity,1,,c,i,1,0,100,,,,,,,0,,,
ui_br_player_has_visible_personal_capsule_icon,1,,c,b,0,0,1,,,,,1,,0,,,
ui_br_legendary_contract_time_modifier,0,,g,i,0,0,270,,,,,,,0,,,
ui_tac_sprint_boots_equipped,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_legendary_contract_game_data,1,,g,a,0,0,,,,,,,,0,,,
ui_br_legendary_contract_client_data,1,,c,a,0,0,,,,,,,,0,,,
ui_br_pe_bounty_royale_data,1,,c,a,0,0,,,,,,,,0,,,
scriptable_crate_outline_mask,0,,c,a,0,,,,,,,1,,0,Bit array (per crate spawn) indicating if corresponding outlines are on/off". Used with omnvar condition to allow dynamic filters per client.",,
ui_br_heat_player_level,1,,c,i,0,0,3,,,,,,,0,,,
ui_br_kill_mag_ammo_refresh,1,,c,b,0,0,1,,,,,,,0,,,
ui_br_objective_players_in_trigger,1,,c,i,0,0,4,,,,,,,0,,,
ui_br_kura_zone_reward_tracker,1,,c,i,0,0,11,,,,,,,0,,,
ui_br_kiosk_free_discount,1,,c,b,0,0,1,,,,,,,0,,,
