Explore_Fortress_Dmz,ui_map_icon_obj_fortress,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Elimination_Dmz,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Safe_Defend_Dmz,ui_map_icon_obj_defend,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Expired_LootLeader_Plunder,ui_map_icon_top_earners,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Juggernaut_Br,ui_mp_br_ping_icon_juggernaut,1,0,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,0,,,1,
SafeCracker_Br,ui_mp_br_pinned_minimap_icon_x1_04,0,1,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Risk_Plate_Br,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
Exhume_Jugg_Cp,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
Mission_Aj_Cp,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
Bad_Situation_Cp,,2,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
Radio_Tower_Cp,,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
Collect_Dmz,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,0,,,1,
Explore_Dmz,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,0,,,1,
Sandbox_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,0,,,1,
PeekCircle_Br,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Collection_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Prop_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Prop_Circle_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Risk_Circle_allies,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
Risk_Circle_axis,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,0,,,1,
Risk_Circle_team_three,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_2,BRMapItemColor.mapItemColor_2,,,,0,,,1,
Risk_Circle_team_four,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_6,BRMapItemColor.mapItemColor_6,,,,0,,,1,
Risk_Circle_defcon,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
Hostage_Dmz,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,0,,,1,
Boss_Dmz,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Boss_Dmz_Rat,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
SupplyDrop_Dmz,ui_map_icon_cash_drop,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Radiation_Dmz,ui_map_icon_dmz_radiation,0,1,1,0,0,1,0.5,1,3,0,IW9StyleGuide.styleGuideFeatured01,WZStyleGuide.wzStyleGuideRadioactive,,,,0,,,1,
Radiation_SM_Dmz,ui_map_icon_dmz_radiation,0,1,1,0,0,1,0.5,1,1,0,IW9StyleGuide.styleGuideFeatured01,WZStyleGuide.wzStyleGuideRadioactive,,,,0,,,1,
DogTagObj_Dmz,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,0,,,1,
JammerCircleFriendly,,0,0,0,0,0,5,,,,,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
JammerCircleEnemy,,0,0,0,0,0,6,,,,,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
Dataheist_Br,,0,1,0,0,0,2,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Defender_Cp,,0,1,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
SecureZone_Mp,,0,1,0,0,0,,,,,,Objective.objectiveNeutral,Objective.objectiveNeutral,1,2,,0,,,1,
Boss_Focus_Dmz,ui_map_icon_dmz_weapon_search,0,0,1,0,0,3,0.8,2,6,0,WZStyleGuide.wzStyleGuideElite,WZStyleGuide.wzStyleGuideElite,,,,0,,,1,
Boss_Focus_SM_Dmz,ui_map_icon_dmz_weapon_search,0,0,1,0,0,3,0.8,1,1,1,WZStyleGuide.wzStyleGuideElite,WZStyleGuide.wzStyleGuideElite,,,,0,,,1,
Beryllium_Br,hud_icon_objective_elite_beryllium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Plutonium_Br,hud_icon_objective_elite_plutonium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Tritium_Br,hud_icon_objective_elite_tritium,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
Camp_Detection_Rumble,,2,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,0,,,1,
Double_Point_Zone_Rumble,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_2,BRMapItemColor.mapItemColor_2,,,,0,,,1,
Dom_Flag_Rumble,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
DeconStation_Br,hud_icon_fieldupgrade_decontamination,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
ExpiringDeconStation_Br,hud_icon_fieldupgrade_decontamination,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
Outlast_Ob,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,0,,,1,
Warlord_Exgm,,0,1,0,0,0,3,0.25,1,1,1,ColorBlindNoneColor.color36,ColorBlindNoneColor.color36,,,,0,,,1,
Warlord_Lockbox_Exgm,,0,1,0,0,0,3,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Activity_Exgm,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,0,,,1,
AetherNest_Ob,,0,0,1,0,0,1,0.5,1,1,0,BRMapItemColor.mapItemColor_5,BRMapItemColor.mapItemColor_0,,,,0,,1,1,
Prematch_Preview_Safe_Circle_BR,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
Prematch_Preview_Danger_Circle_BR,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
active_uav_tower_radius,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,0,,,1,
ZombieControl_Ob,,0,1,1,0,0,1,0.25,1,1,1,JupStyleGuide.AccentPrimaryLight,JupStyleGuide.AccentPrimaryLight,,,,0,,,1,
RelicHunt_Ob,,0,1,1,0,0,1,0.25,1,1,1,JupStyleGuide.AccentPrimaryLight,JupStyleGuide.AccentPrimaryLight,,,,0,,,1,
Airstrike,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_0,,,,0,,,1,
NovaGas_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_0,,,,0,,,1,
testCircle_orange,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_0,,,no_alt,0,,,1,
testCircle_cyan,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_0,,,no_alt,0,,,1,
testCircle_purple,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_6,BRMapItemColor.mapItemColor_0,,,no_alt,0,,,1,
Airstrike_Pill_Shape,,0,0,0,0,0,7,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
Airstrike_Pill_Shape_Friendly,,0,0,0,0,0,8,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,,
Radiation_Ob,jup_ui_map_icon_obj_radiation_center,0,1,1,0,0,1,0.75,1,3,0,JupStyleGuide.ZMRadiation,JupStyleGuide.ZMRadiationIcon,,,,0,,1,1,
ObjectiveDiscovery_cp,jup_question_mark,0,1,1,1,0,1,0.8,0.2,0.5,0,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,1,,1,
HackLocation_cp,jup_question_mark,0,0,0,0,0,1,0.75,0.5,0.75,0.75,BRMapItemColor.mapItemColor_9,BRMapItemColor.mapItemColor_9,1,,,0,,,1,
BigBounty_Ob,,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,0,,,1,
TempV_Br,hud_icon_power_temp_v,1,0,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Bounty_DMZ,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,0,,,1,
Quest_Ob,,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,0,,,1,
DeerHunt_Br,ui_mp_br_mapmenu_icon_reindeer,0,0,0,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,0,,,1,
CursedItem_Br,jup_ui_icon_quest_cursed_item,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
SpyDrones_Br,ui_mp_br_ping_icon_spy_drones,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
Elite_Geiger,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,0,,,1,
LootCase_Ob,,0,1,1,0,0,0,0.8,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,0,,,1,
LootCase_Ob_Current,,0,1,1,0,0,0,0.8,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
switchblade_drone_danger_radius,jup_hud_icon_killstreaks_switchblade_drone,0,0,0,0,0,0,0.8,1.5,2,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,0,,1,1,
switchblade_drone_ally_radius,jup_hud_icon_killstreaks_switchblade_drone,0,0,0,0,0,0,0.8,1.5,2,1,BRMapItemColor.mapItemColor_3,BRMapItemColor.mapItemColor_3,,,,0,,,1,
bunker_mystery_circle,jup_question_mark,0,1,0,0,0,0,1,1,1,1,BRMapItemColor.mapItemColor_9,BRMapItemColor.mapItemColor_9,,,no_alt,0,1,,1,
ProximityAlarmFriendly,,0,0,0,0,0,1,,,,,MatchIndicators.AllyDark,MatchIndicators.AllyDark,,,,0,,,1,
ProximityAlarmEnemy,,0,0,0,0,0,1,,,,,MatchIndicators.ContestLight,MatchIndicators.ContestLight,,,,0,,,1,
TruceFlag,,0,0,0,0,0,1,,,,,Scoreboard.FriendlyTeam,Scoreboard.FriendlyTeam,,,,0,,0,1,
AreaDenial,,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,0,,,1,
AreaDenial_Path,,0,0,0,0,0,9,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,
AreaDenial_Path_Start,,0,0,0,0,0,10,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,128
AreaDenial_Path_End,,0,0,0,0,0,11,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,0,,,1,128
Toxic_Smog_ZM,,0,0,0,0,0,1,0.25,1,1,0,Global.keyColorDark,,,,ui_hud_minimap_toxic_smog_radius,0,1,0,1,128
