team_revive_original,none,hud_icon_loot_revive,0,0,,br_reward_mission_misc,0,0,0,0,
loot_table,loot_table,,0,0,,,0,0,0,0,
loot_table_token,none,,0,0,,,0,0,0,0,
reward_tier,reward_tier,,0,0,,,1,1,1,1,
reward_tier_1x,reward_tier,,0,0,,,1,1,1,1,
reward_tier_2x,reward_tier,,0,0,,,2,2,2,2,
reward_tier_3x,reward_tier,,0,0,,,3,3,3,3,
reward_tier_4x,reward_tier,,0,0,,,4,4,4,4,
loot_platecarrier,loot_items,ui_mp_br_mission_reward_armor_satchel,0,0,,br_reward_mission_misc,brloot_plate_carrier_3,brloot_plate_carrier_3,brloot_plate_carrier_3,brloot_plate_carrier_3,
loot_carrier_random_original,none,ui_mp_br_mission_reward_armor_satchel,0,0,,br_reward_mission_misc,0,0,0,0,
uav,uav,ui_mp_br_mission_reward_uav,0,0,,br_reward_mission_misc,uav,uav,uav,uav,
uav_directional,uav,ui_mp_br_mission_reward_advanceduav,0,0,,br_reward_mission_misc,directional_uav,directional_uav,directional_uav,directional_uav,
uav_counter,uav,hud_icon_killstreak_uav,0,0,,br_reward_mission_misc,counter_uav,counter_uav,counter_uav,counter_uav,
juggernaut,juggernaut,hud_icon_killstreak_juggernaut,0,0,,br_reward_mission_misc,1,1,1,1,
ping,none,ui_mp_br_mission_reward_quickping,0,0,,br_reward_mission_misc,0,0,0,0,
valuables,none,ui_mp_br_mission_reward_valuables,0,0,,br_reward_mission_misc,0,0,0,0,
redeploy_token,none,hud_icon_status_respawn,0,0,,br_reward_mission_misc,0,0,0,0,
perk,none,ui_dmz_exfil_streaks_perk_random,0,0,,br_reward_mission_misc,0,0,0,0,
